return_id,order_id,return_date,returned_quantity,return_reason,refund_amount,responsibility,is_resalable
RT0002836,O00034733,2025-08-29,1,物流延迟,955.54,物流,是
RT0002837,O00034738,2026-06-05,1,物流延迟,555.4,物流,否
RT0002838,O00034740,2026-03-28,3,质量问题,2558.82,商品/运营,是
RT0002839,O00034749,2026-06-22,2,物流延迟,941.52,物流,是
RT0002840,O00034759,2025-11-12,3,商品破损,6792.81,物流,否
RT0002841,O00034773,2026-02-28,2,无理由退货,3266.64,商品/运营,是
RT0002842,O00034783,2026-07-04,1,尺寸/适配问题,381.55,商品/运营,否
RT0002843,O00034790,2025-08-31,3,无理由退货,6275.09,商品/运营,是
RT0002844,O00034805,2026-03-07,1,质量问题,1781.71,商品/运营,是
RT0002845,O00034807,2026-03-29,1,物流延迟,1431.97,物流,是
RT0002846,O00034817,2025-12-30,1,物流延迟,278.08,物流,是
RT0002847,O00034822,2025-09-27,2,物流延迟,1185.32,物流,是
RT0002848,O00034860,2025-10-31,1,无理由退货,1385.67,商品/运营,否
RT0002849,O00034861,2026-06-23,1,商品破损,1036.5,物流,否
RT0002850,O00034862,2025-09-19,6,物流延迟,16914.27,物流,是
RT0002851,O00034873,2026-05-31,1,物流延迟,686.77,物流,是
RT0002852,O00034898,2025-11-02,2,无理由退货,1851.44,商品/运营,是
RT0002853,O00034904,2026-04-21,1,物流延迟,290.51,物流,是
RT0002854,O00034913,2026-06-05,2,商品破损,176.61,物流,是
RT0002855,O00034916,2025-10-13,1,物流延迟,2201.85,物流,是
RT0002856,O00034923,2026-03-26,3,物流延迟,1967.96,物流,是
RT0002857,O00034942,2026-02-03,1,物流延迟,500.95,物流,是
RT0002858,O00034952,2025-08-10,1,物流延迟,264.18,物流,否
RT0002859,O00034965,2026-05-15,1,物流延迟,621.44,物流,是
RT0002860,O00034970,2025-10-23,1,尺寸/适配问题,556.29,商品/运营,是
RT0002861,O00034986,2026-03-19,3,尺寸/适配问题,3001.26,商品/运营,否
RT0002862,O00034988,2026-03-31,1,商品破损,708.87,物流,否
RT0002863,O00034992,2026-05-29,5,尺寸/适配问题,4552.39,商品/运营,是
RT0002864,O00034999,2025-12-29,1,物流延迟,260.65,物流,否
RT0002865,O00035022,2025-08-22,1,无理由退货,700.37,商品/运营,是
RT0002866,O00035037,2026-04-22,1,商品破损,691.62,物流,是
RT0002867,O00035048,2025-11-14,1,描述不符,1291.6,商品/运营,是
RT0002868,O00035051,2026-01-18,1,质量问题,1703.93,商品/运营,是
RT0002869,O00035056,2025-11-07,1,物流延迟,2659.84,物流,否
RT0002870,O00035058,2026-06-27,4,无理由退货,4465.57,商品/运营,否
RT0002871,O00035070,2025-10-13,1,物流延迟,1305.89,物流,是
RT0002872,O00035073,2026-06-07,1,商品破损,753.0,物流,是
RT0002873,O00035074,2025-10-13,1,物流延迟,145.26,物流,否
RT0002874,O00035090,2026-06-13,1,物流延迟,656.27,物流,否
RT0002875,O00035111,2026-08-06,3,物流延迟,4545.48,物流,是
RT0002876,O00035113,2025-08-28,2,物流延迟,1776.58,物流,是
RT0002877,O00035121,2025-08-15,4,质量问题,5459.52,商品/运营,是
RT0002878,O00035123,2025-12-07,2,物流延迟,1030.15,物流,否
RT0002879,O00035188,2026-06-03,1,物流延迟,708.87,物流,是
RT0002880,O00035202,2026-05-13,3,无理由退货,2962.2,商品/运营,否
RT0002881,O00035206,2026-04-17,3,无理由退货,1992.25,商品/运营,是
RT0002882,O00035273,2025-12-27,3,物流延迟,2199.17,物流,是
RT0002883,O00035289,2025-12-16,1,物流延迟,2199.41,物流,否
RT0002884,O00035291,2026-01-10,2,商品破损,1460.15,物流,是
RT0002885,O00035323,2026-02-11,1,商品破损,768.5,物流,是
RT0002886,O00035347,2026-07-02,2,商品破损,3223.37,物流,是
RT0002887,O00035369,2026-07-17,2,尺寸/适配问题,1982.0,商品/运营,是
RT0002888,O00035388,2026-04-02,3,无理由退货,540.3,商品/运营,否
RT0002889,O00035389,2026-01-12,7,质量问题,8587.37,商品/运营,否
RT0002890,O00035395,2025-09-01,1,商品破损,1539.63,物流,否
RT0002891,O00035422,2025-08-15,4,商品破损,5084.08,物流,是
RT0002892,O00035441,2026-05-19,2,质量问题,2390.06,商品/运营,是
RT0002893,O00035489,2026-01-09,2,物流延迟,647.86,物流,是
RT0002894,O00035490,2025-09-23,1,物流延迟,1604.34,物流,否
RT0002895,O00035491,2025-11-28,2,尺寸/适配问题,847.88,商品/运营,否
RT0002896,O00035513,2025-11-23,3,物流延迟,6598.63,物流,是
RT0002897,O00035525,2025-12-01,4,物流延迟,2066.66,物流,否
RT0002898,O00035535,2026-06-12,2,物流延迟,2769.08,物流,否
RT0002899,O00035550,2026-04-23,1,物流延迟,1947.02,物流,否
RT0002900,O00035557,2026-05-20,4,物流延迟,455.52,物流,是
RT0002901,O00035559,2026-01-17,1,描述不符,320.86,商品/运营,是
RT0002902,O00035564,2026-04-29,3,无理由退货,6505.04,商品/运营,是
RT0002903,O00035568,2026-06-09,1,商品破损,161.8,物流,是
RT0002904,O00035597,2025-11-10,2,尺寸/适配问题,2031.55,商品/运营,否
RT0002905,O00035602,2025-12-16,1,物流延迟,549.61,物流,否
RT0002906,O00035629,2026-08-03,2,无理由退货,1581.98,商品/运营,是
RT0002907,O00035630,2026-07-16,3,无理由退货,1569.69,商品/运营,否
RT0002908,O00035636,2026-07-06,2,物流延迟,1581.33,物流,否
RT0002909,O00035649,2025-09-10,1,物流延迟,268.84,物流,是
RT0002910,O00035662,2026-07-21,4,质量问题,6285.03,商品/运营,是
RT0002911,O00035686,2026-08-03,1,质量问题,1271.02,商品/运营,是
RT0002912,O00035693,2025-11-12,7,尺寸/适配问题,4471.21,商品/运营,是
RT0002913,O00035723,2026-07-29,2,尺寸/适配问题,4176.18,商品/运营,是
RT0002914,O00035728,2025-09-16,1,描述不符,135.23,商品/运营,是
RT0002915,O00035746,2025-11-01,2,描述不符,2347.7,商品/运营,是
RT0002916,O00035783,2026-03-23,1,无理由退货,885.88,商品/运营,是
RT0002917,O00035784,2026-06-25,2,尺寸/适配问题,1475.84,商品/运营,否
RT0002918,O00035786,2025-12-28,1,无理由退货,225.46,商品/运营,是
RT0002919,O00035793,2025-10-31,1,无理由退货,276.39,商品/运营,否
RT0002920,O00035799,2026-04-27,3,商品破损,4955.78,物流,是
RT0002921,O00035822,2026-06-17,2,质量问题,1466.11,商品/运营,是
RT0002922,O00035833,2026-02-04,1,物流延迟,1808.8,物流,是
RT0002923,O00035860,2026-04-26,1,尺寸/适配问题,3018.82,商品/运营,是
RT0002924,O00035876,2026-05-31,1,物流延迟,753.0,物流,否
RT0002925,O00035890,2026-07-23,1,商品破损,2548.23,物流,否
RT0002926,O00035896,2025-12-19,1,物流延迟,2536.87,物流,是
RT0002927,O00035904,2026-01-24,2,物流延迟,3372.22,物流,是
RT0002928,O00035918,2025-12-15,3,无理由退货,3091.97,商品/运营,是
RT0002929,O00035957,2025-11-20,1,质量问题,1558.13,商品/运营,否
RT0002930,O00035970,2025-09-29,2,质量问题,1543.79,商品/运营,是
RT0002931,O00035982,2026-01-17,1,物流延迟,510.5,物流,是
RT0002932,O00036001,2025-09-12,4,质量问题,1638.54,商品/运营,是
RT0002933,O00036010,2026-02-02,1,无理由退货,796.72,商品/运营,是
RT0002934,O00036012,2025-10-23,1,质量问题,2958.62,商品/运营,是
RT0002935,O00036013,2025-11-27,3,物流延迟,2082.87,物流,否
RT0002936,O00036021,2026-05-13,1,物流延迟,723.87,物流,否
RT0002937,O00036022,2026-04-02,1,商品破损,255.83,物流,是
RT0002938,O00036052,2025-08-13,1,尺寸/适配问题,274.95,商品/运营,否
RT0002939,O00036058,2026-06-09,1,无理由退货,1853.42,商品/运营,是
RT0002940,O00036061,2026-04-14,1,物流延迟,2183.73,物流,是
RT0002941,O00036065,2026-02-26,2,尺寸/适配问题,3048.25,商品/运营,否
RT0002942,O00036066,2026-07-18,2,物流延迟,983.52,物流,是
RT0002943,O00036072,2025-08-07,2,尺寸/适配问题,2583.2,商品/运营,是
RT0002944,O00036078,2025-12-07,1,商品破损,850.1,物流,是
RT0002945,O00036081,2025-11-04,2,无理由退货,1255.75,商品/运营,否
RT0002946,O00036083,2026-03-03,1,质量问题,592.75,商品/运营,否
RT0002947,O00036085,2025-12-22,1,商品破损,606.08,物流,否
RT0002948,O00036089,2025-09-19,1,物流延迟,503.52,物流,是
RT0002949,O00036094,2025-09-04,3,商品破损,5463.28,物流,是
RT0002950,O00036108,2026-05-18,1,尺寸/适配问题,638.14,商品/运营,否
RT0002951,O00036112,2025-11-22,3,描述不符,2311.25,商品/运营,是
RT0002952,O00036113,2026-07-22,2,物流延迟,2559.15,物流,是
RT0002953,O00036128,2025-10-29,1,无理由退货,989.02,商品/运营,否
RT0002954,O00036167,2026-02-23,1,质量问题,1270.5,商品/运营,否
RT0002955,O00036208,2026-04-28,1,无理由退货,691.62,商品/运营,是
RT0002956,O00036216,2026-01-24,2,质量问题,313.25,商品/运营,是
RT0002957,O00036217,2026-04-13,1,物流延迟,749.84,物流,是
RT0002958,O00036226,2026-01-06,1,描述不符,1779.82,商品/运营,是
RT0002959,O00036233,2025-12-16,2,商品破损,2778.14,物流,是
RT0002960,O00036242,2026-07-08,1,商品破损,1099.55,物流,是
RT0002961,O00036257,2026-07-25,2,物流延迟,2987.38,物流,否
RT0002962,O00036263,2025-12-19,4,无理由退货,4773.24,商品/运营,是
RT0002963,O00036274,2026-05-07,1,物流延迟,367.89,物流,否
RT0002964,O00036330,2025-09-06,1,物流延迟,1580.68,物流,否
RT0002965,O00036352,2025-08-12,1,物流延迟,2235.13,物流,否
RT0002966,O00036353,2026-02-04,1,商品破损,1880.7,物流,是
RT0002967,O00036357,2026-06-05,1,描述不符,326.46,商品/运营,是
RT0002968,O00036358,2026-07-02,3,物流延迟,1372.12,物流,是
RT0002969,O00036359,2026-01-01,4,物流延迟,7011.36,物流,否
RT0002970,O00036378,2026-03-20,1,商品破损,1277.95,物流,是
RT0002971,O00036398,2025-12-06,4,无理由退货,2191.29,商品/运营,否
RT0002972,O00036414,2026-03-14,3,物流延迟,2777.06,物流,是
RT0002973,O00036415,2026-01-02,2,描述不符,2887.81,商品/运营,否
RT0002974,O00036419,2026-04-04,1,物流延迟,731.1,物流,否
RT0002975,O00036431,2026-01-31,2,质量问题,2386.62,商品/运营,是
RT0002976,O00036466,2025-10-27,2,尺寸/适配问题,2946.12,商品/运营,是
RT0002977,O00036475,2025-09-02,1,质量问题,238.07,商品/运营,是
RT0002978,O00036476,2025-12-15,1,无理由退货,1122.42,商品/运营,否
RT0002979,O00036481,2025-09-12,2,尺寸/适配问题,3587.12,商品/运营,是
RT0002980,O00036500,2025-12-24,1,无理由退货,1121.11,商品/运营,否
RT0002981,O00036503,2025-11-27,2,质量问题,2394.78,商品/运营,是
RT0002982,O00036518,2026-08-09,1,商品破损,1889.3,物流,否
RT0002983,O00036524,2026-07-20,2,质量问题,2891.5,商品/运营,否
RT0002984,O00036540,2026-04-03,4,商品破损,1937.7,物流,是
RT0002985,O00036546,2025-12-29,1,描述不符,615.29,商品/运营,是
RT0002986,O00036568,2026-04-02,1,物流延迟,446.92,物流,是
RT0002987,O00036584,2025-09-26,1,无理由退货,714.85,商品/运营,否
RT0002988,O00036592,2026-08-04,1,质量问题,388.56,商品/运营,是
RT0002989,O00036599,2026-03-21,1,质量问题,690.97,商品/运营,是
RT0002990,O00036602,2025-09-09,1,质量问题,905.42,商品/运营,是
RT0002991,O00036604,2025-12-30,1,物流延迟,627.68,物流,是
RT0002992,O00036612,2026-06-01,2,质量问题,393.14,商品/运营,否
RT0002993,O00036643,2025-11-20,3,商品破损,4905.41,物流,是
RT0002994,O00036644,2026-05-27,2,无理由退货,1422.34,商品/运营,否
RT0002995,O00036649,2025-12-02,2,物流延迟,2466.6,物流,是
RT0002996,O00036660,2026-07-07,1,物流延迟,1207.4,物流,是
RT0002997,O00036672,2025-12-20,3,物流延迟,3391.13,物流,是
RT0002998,O00036676,2026-04-13,2,无理由退货,508.56,商品/运营,否
RT0002999,O00036677,2026-07-18,1,商品破损,676.3,物流,是
RT0003000,O00036692,2025-08-18,1,尺寸/适配问题,2439.7,商品/运营,否
RT0003001,O00036698,2026-01-16,1,描述不符,1775.09,商品/运营,是
RT0003002,O00036702,2026-08-02,3,商品破损,2880.69,物流,是
RT0003003,O00036730,2026-04-29,4,描述不符,2527.31,商品/运营,是
RT0003004,O00036735,2026-01-12,1,物流延迟,1775.24,物流,是
RT0003005,O00036744,2025-08-13,1,物流延迟,798.5,物流,是
RT0003006,O00036756,2025-11-30,4,商品破损,1019.38,物流,是
RT0003007,O00036763,2026-05-20,1,物流延迟,2362.01,物流,是
RT0003008,O00036797,2026-01-13,1,商品破损,736.2,物流,是
RT0003009,O00036809,2026-03-27,2,物流延迟,3225.23,物流,是
RT0003010,O00036847,2026-04-08,3,商品破损,1192.55,物流,是
RT0003011,O00036864,2026-06-03,4,商品破损,7126.56,物流,是
RT0003012,O00036892,2026-05-04,1,无理由退货,1116.58,商品/运营,否
RT0003013,O00036912,2025-11-21,5,物流延迟,5002.1,物流,是
RT0003014,O00036922,2025-08-20,1,描述不符,1041.11,商品/运营,否
RT0003015,O00036926,2026-03-07,2,物流延迟,2085.16,物流,是
RT0003016,O00036927,2025-12-21,1,质量问题,1089.94,商品/运营,否
RT0003017,O00036933,2026-07-19,3,商品破损,1638.54,物流,是
RT0003018,O00036934,2026-03-31,1,物流延迟,1665.2,物流,否
RT0003019,O00036944,2025-12-25,2,质量问题,4194.76,商品/运营,是
RT0003020,O00036949,2026-02-10,1,描述不符,2788.93,商品/运营,否
RT0003021,O00036960,2025-11-14,2,商品破损,1449.5,物流,是
RT0003022,O00036968,2026-06-21,2,质量问题,1963.2,商品/运营,是
RT0003023,O00036979,2025-11-24,1,商品破损,596.81,物流,是
RT0003024,O00036980,2026-05-05,2,物流延迟,3210.31,物流,是
RT0003025,O00036984,2026-03-14,2,描述不符,3142.52,商品/运营,否
RT0003026,O00037000,2025-12-03,1,尺寸/适配问题,615.29,商品/运营,是
RT0003027,O00037009,2026-01-22,1,商品破损,1213.19,物流,是
RT0003028,O00037010,2026-03-28,1,物流延迟,1651.26,物流,是
RT0003029,O00037018,2025-12-23,1,物流延迟,629.47,物流,否
RT0003030,O00037027,2025-11-19,2,质量问题,1247.0,商品/运营,是
RT0003031,O00037037,2026-01-15,1,物流延迟,2225.07,物流,是
RT0003032,O00037127,2026-03-02,2,物流延迟,4227.63,物流,是
RT0003033,O00037130,2026-01-19,1,无理由退货,990.46,商品/运营,是
RT0003034,O00037131,2026-05-15,2,质量问题,3302.52,商品/运营,是
RT0003035,O00037141,2026-01-12,1,无理由退货,1106.86,商品/运营,是
RT0003036,O00037150,2025-11-12,2,商品破损,5694.14,物流,是
RT0003037,O00037154,2026-03-22,4,质量问题,7342.63,商品/运营,是
RT0003038,O00037164,2026-05-25,1,无理由退货,1610.27,商品/运营,是
RT0003039,O00037174,2025-12-19,3,质量问题,3314.35,商品/运营,是
RT0003040,O00037189,2026-03-18,1,无理由退货,654.95,商品/运营,是
RT0003041,O00037197,2026-03-27,3,物流延迟,1275.28,物流,是
RT0003042,O00037210,2025-10-09,5,物流延迟,5612.09,物流,否
RT0003043,O00037228,2025-09-29,3,描述不符,4762.44,商品/运营,否
RT0003044,O00037230,2025-12-07,3,质量问题,6141.19,商品/运营,否
RT0003045,O00037231,2026-01-04,1,质量问题,1237.46,商品/运营,否
RT0003046,O00037238,2026-06-16,1,商品破损,459.25,物流,是
RT0003047,O00037248,2026-05-04,1,描述不符,522.51,商品/运营,否
RT0003048,O00037270,2026-08-11,1,描述不符,254.14,商品/运营,否
RT0003049,O00037295,2025-12-30,1,尺寸/适配问题,447.35,商品/运营,是
RT0003050,O00037296,2026-05-06,4,无理由退货,4957.48,商品/运营,否
RT0003051,O00037310,2025-10-11,4,商品破损,2707.32,物流,是
RT0003052,O00037313,2026-05-16,1,质量问题,2107.64,商品/运营,是
RT0003053,O00037319,2026-04-02,2,无理由退货,1207.92,商品/运营,是
RT0003054,O00037323,2026-04-16,2,无理由退货,2106.84,商品/运营,是
RT0003055,O00037332,2026-04-07,1,描述不符,2287.69,商品/运营,否
RT0003056,O00037352,2026-05-22,2,描述不符,2347.54,商品/运营,是
RT0003057,O00037354,2025-12-07,1,物流延迟,1118.06,物流,是
RT0003058,O00037357,2025-08-09,1,尺寸/适配问题,2980.18,商品/运营,是
RT0003059,O00037363,2026-07-12,4,质量问题,3329.67,商品/运营,是
RT0003060,O00037388,2026-04-05,1,物流延迟,858.07,物流,是
RT0003061,O00037395,2026-05-17,1,商品破损,1867.11,物流,否
RT0003062,O00037401,2025-09-29,3,物流延迟,3329.67,物流,是
RT0003063,O00037409,2026-06-16,3,描述不符,1658.57,商品/运营,是
RT0003064,O00037422,2026-01-09,3,物流延迟,3426.27,物流,是
RT0003065,O00037426,2025-12-28,2,描述不符,4398.82,商品/运营,否
RT0003066,O00037441,2026-02-01,1,质量问题,324.65,商品/运营,否
RT0003067,O00037443,2025-09-15,4,描述不符,2701.14,商品/运营,是
RT0003068,O00037446,2025-11-28,2,无理由退货,5541.79,商品/运营,是
RT0003069,O00037448,2026-05-01,2,无理由退货,3094.55,商品/运营,否
RT0003070,O00037456,2025-10-29,1,物流延迟,267.8,物流,是
RT0003071,O00037479,2026-04-14,1,物流延迟,1889.66,物流,是
RT0003072,O00037486,2026-02-11,2,尺寸/适配问题,3642.19,商品/运营,是
RT0003073,O00037513,2026-02-28,1,描述不符,264.18,商品/运营,是
RT0003074,O00037536,2026-05-26,1,质量问题,1475.81,商品/运营,否
RT0003075,O00037539,2026-06-11,3,物流延迟,3587.91,物流,否
RT0003076,O00037541,2026-02-21,5,尺寸/适配问题,5773.61,商品/运营,是
RT0003077,O00037547,2025-12-21,1,物流延迟,1733.01,物流,否
RT0003078,O00037556,2025-11-11,1,物流延迟,331.0,物流,否
RT0003079,O00037564,2026-07-12,1,质量问题,271.94,商品/运营,是
RT0003080,O00037585,2026-01-13,1,无理由退货,627.68,商品/运营,是
RT0003081,O00037590,2026-04-22,3,质量问题,3204.48,商品/运营,是
RT0003082,O00037591,2025-11-07,1,商品破损,1737.36,物流,是
RT0003083,O00037617,2025-11-07,3,物流延迟,762.84,物流,是
RT0003084,O00037624,2025-10-31,1,物流延迟,623.95,物流,是
RT0003085,O00037626,2026-04-30,1,商品破损,630.25,物流,否
RT0003086,O00037640,2025-12-07,1,尺寸/适配问题,1631.32,商品/运营,是
RT0003087,O00037641,2026-01-10,1,尺寸/适配问题,1078.91,商品/运营,是
RT0003088,O00037650,2026-07-14,1,商品破损,673.74,物流,否
RT0003089,O00037652,2026-04-03,6,无理由退货,10418.9,商品/运营,是
RT0003090,O00037667,2026-08-05,3,质量问题,4719.11,商品/运营,是
RT0003091,O00037670,2025-12-25,2,无理由退货,1089.6,商品/运营,是
RT0003092,O00037680,2025-12-19,1,无理由退货,1036.5,商品/运营,是
RT0003093,O00037701,2026-03-31,2,质量问题,487.1,商品/运营,是
RT0003094,O00037703,2026-04-30,1,物流延迟,684.93,物流,否
RT0003095,O00037704,2026-03-19,2,无理由退货,1953.88,商品/运营,是
RT0003096,O00037711,2025-11-21,3,无理由退货,1417.31,商品/运营,否
RT0003097,O00037716,2026-07-04,1,物流延迟,1070.02,物流,是
RT0003098,O00037743,2026-02-04,1,物流延迟,1142.65,物流,是
RT0003099,O00037759,2025-10-10,4,质量问题,523.85,商品/运营,是
RT0003100,O00037761,2026-05-02,1,商品破损,157.31,物流,否
RT0003101,O00037773,2026-04-05,1,质量问题,1947.02,商品/运营,是
RT0003102,O00037775,2026-05-07,1,质量问题,510.45,商品/运营,是
RT0003103,O00037785,2026-03-18,1,物流延迟,99.34,物流,是
RT0003104,O00037788,2026-05-15,5,物流延迟,9556.0,物流,否
RT0003105,O00037792,2026-07-18,3,商品破损,1241.97,物流,是
RT0003106,O00037809,2026-01-01,3,无理由退货,3085.11,商品/运营,是
RT0003107,O00037822,2025-11-21,1,质量问题,285.44,商品/运营,是
RT0003108,O00037857,2026-03-26,1,物流延迟,1649.74,物流,是
RT0003109,O00037868,2026-03-22,2,物流延迟,549.9,物流,否
RT0003110,O00037889,2025-10-23,1,尺寸/适配问题,187.88,商品/运营,是
RT0003111,O00037900,2025-12-09,2,物流延迟,676.72,物流,否
RT0003112,O00037907,2026-06-04,1,无理由退货,1193.66,商品/运营,否
RT0003113,O00037916,2026-05-04,1,商品破损,909.26,物流,否
RT0003114,O00037918,2025-08-21,1,质量问题,1334.98,商品/运营,是
RT0003115,O00037934,2026-02-12,1,描述不符,1156.79,商品/运营,否
RT0003116,O00037977,2025-10-17,1,描述不符,339.15,商品/运营,是
RT0003117,O00038000,2026-07-14,3,物流延迟,3254.43,物流,否
RT0003118,O00038004,2026-05-29,5,物流延迟,1240.84,物流,是
RT0003119,O00038006,2026-02-24,1,物流延迟,349.39,物流,是
RT0003120,O00038022,2025-08-19,4,无理由退货,780.8,商品/运营,是
RT0003121,O00038031,2026-07-04,3,描述不符,761.18,商品/运营,是
RT0003122,O00038038,2026-05-27,1,无理由退货,956.07,商品/运营,否
RT0003123,O00038040,2025-11-09,3,尺寸/适配问题,2500.62,商品/运营,是
RT0003124,O00038045,2026-02-23,2,商品破损,1465.14,物流,否
RT0003125,O00038059,2026-04-19,2,尺寸/适配问题,2309.45,商品/运营,是
RT0003126,O00038068,2025-10-20,2,商品破损,2584.39,物流,是
RT0003127,O00038078,2026-05-15,1,无理由退货,1116.17,商品/运营,是
RT0003128,O00038082,2026-05-20,1,物流延迟,1508.93,物流,否
RT0003129,O00038086,2026-06-12,1,质量问题,932.83,商品/运营,否
RT0003130,O00038097,2026-03-30,2,商品破损,3266.64,物流,是
RT0003131,O00038098,2026-02-12,1,尺寸/适配问题,1724.06,商品/运营,是
RT0003132,O00038103,2026-02-25,2,商品破损,4167.31,物流,是
RT0003133,O00038121,2026-02-10,2,物流延迟,4310.09,物流,否
RT0003134,O00038122,2025-12-07,4,质量问题,2919.58,商品/运营,是
RT0003135,O00038123,2025-12-21,2,无理由退货,3679.84,商品/运营,否
RT0003136,O00038144,2026-07-23,1,质量问题,367.89,商品/运营,是
RT0003137,O00038147,2025-11-28,2,物流延迟,2233.18,物流,是
RT0003138,O00038158,2026-03-30,4,商品破损,3235.47,物流,是
RT0003139,O00038166,2026-03-20,2,物流延迟,1252.58,物流,是
RT0003140,O00038176,2025-09-22,3,质量问题,3001.26,商品/运营,否
RT0003141,O00038178,2026-03-09,1,无理由退货,128.12,商品/运营,否
RT0003142,O00038205,2026-03-02,1,描述不符,1363.69,商品/运营,是
RT0003143,O00038253,2025-10-05,4,物流延迟,3171.17,物流,否
RT0003144,O00038271,2025-10-07,1,无理由退货,155.55,商品/运营,是
RT0003145,O00038288,2026-03-28,2,描述不符,1800.76,商品/运营,是
RT0003146,O00038291,2025-08-17,1,物流延迟,1725.52,物流,是
RT0003147,O00038303,2026-05-25,3,商品破损,2135.7,物流,是
RT0003148,O00038330,2026-08-06,2,无理由退货,4108.98,商品/运营,是
RT0003149,O00038353,2026-03-26,1,质量问题,1662.96,商品/运营,否
RT0003150,O00038376,2025-11-16,2,物流延迟,4149.09,物流,是
RT0003151,O00038417,2026-08-01,1,物流延迟,238.07,物流,是
RT0003152,O00038422,2026-08-01,1,商品破损,761.09,物流,是
RT0003153,O00038423,2025-12-20,2,质量问题,2061.32,商品/运营,是
RT0003154,O00038463,2026-05-07,2,描述不符,3134.74,商品/运营,是
RT0003155,O00038512,2025-10-26,1,物流延迟,1173.77,物流,否
RT0003156,O00038539,2026-03-26,2,物流延迟,1791.99,物流,是
RT0003157,O00038543,2026-01-13,1,尺寸/适配问题,1572.83,商品/运营,否
RT0003158,O00038548,2026-03-13,1,物流延迟,580.57,物流,是
RT0003159,O00038555,2025-10-03,1,描述不符,1856.73,商品/运营,否
RT0003160,O00038568,2025-10-13,5,物流延迟,4852.39,物流,否
RT0003161,O00038597,2026-04-26,1,质量问题,788.06,商品/运营,是
RT0003162,O00038616,2026-03-27,3,无理由退货,1199.85,商品/运营,是
RT0003163,O00038624,2026-07-28,2,商品破损,1924.34,物流,是
RT0003164,O00038625,2025-10-27,2,尺寸/适配问题,2151.05,商品/运营,否
RT0003165,O00038657,2025-12-07,3,物流延迟,3940.86,物流,否
RT0003166,O00038664,2025-12-28,2,物流延迟,1851.44,物流,否
RT0003167,O00038699,2026-06-21,1,物流延迟,1407.27,物流,是
RT0003168,O00038709,2025-09-03,2,物流延迟,2491.65,物流,是
RT0003169,O00038715,2026-03-02,1,无理由退货,698.32,商品/运营,是
RT0003170,O00038719,2025-12-25,2,无理由退货,450.92,商品/运营,是
RT0003171,O00038744,2026-02-03,3,物流延迟,2737.11,物流,是
RT0003172,O00038754,2025-10-18,2,物流延迟,3299.08,物流,是
RT0003173,O00038759,2026-01-06,1,商品破损,1173.77,物流,否
RT0003174,O00038765,2025-11-09,1,商品破损,1331.32,物流,是
RT0003175,O00038785,2026-05-25,2,描述不符,1678.87,商品/运营,是
RT0003176,O00038807,2026-02-14,1,质量问题,908.56,商品/运营,否
RT0003177,O00038813,2026-06-12,2,质量问题,2284.76,商品/运营,是
RT0003178,O00038823,2026-06-08,1,商品破损,481.42,物流,是
RT0003179,O00038830,2025-12-14,1,物流延迟,1569.61,物流,是
RT0003180,O00038838,2026-04-03,2,无理由退货,2361.42,商品/运营,否
RT0003181,O00038846,2026-04-05,1,质量问题,731.1,商品/运营,是
RT0003182,O00038849,2026-05-27,4,商品破损,2895.48,物流,是
RT0003183,O00038886,2026-06-20,1,质量问题,1891.31,商品/运营,否
RT0003184,O00038916,2025-11-17,1,质量问题,1665.64,商品/运营,否
RT0003185,O00038929,2026-04-22,1,无理由退货,2311.3,商品/运营,是
RT0003186,O00038934,2026-07-23,3,物流延迟,1540.04,物流,是
RT0003187,O00038942,2026-04-24,1,尺寸/适配问题,1523.16,商品/运营,否
RT0003188,O00038987,2026-07-31,2,描述不符,336.36,商品/运营,否
RT0003189,O00038988,2025-09-20,2,物流延迟,3803.34,物流,是
RT0003190,O00038990,2026-05-07,2,描述不符,1444.72,商品/运营,是
RT0003191,O00038993,2026-06-20,2,尺寸/适配问题,549.9,商品/运营,是
RT0003192,O00038999,2025-12-18,4,尺寸/适配问题,3609.81,商品/运营,是
RT0003193,O00039007,2026-03-11,4,质量问题,2415.84,商品/运营,是
RT0003194,O00039020,2026-07-29,1,尺寸/适配问题,756.46,商品/运营,否
RT0003195,O00039028,2025-09-28,1,尺寸/适配问题,1432.61,商品/运营,是
RT0003196,O00039033,2025-11-10,1,物流延迟,633.09,物流,否
RT0003197,O00039035,2025-12-15,4,质量问题,5206.04,商品/运营,是
RT0003198,O00039053,2026-05-27,1,物流延迟,143.47,物流,否
RT0003199,O00039061,2026-02-14,1,尺寸/适配问题,851.44,商品/运营,是
RT0003200,O00039062,2025-11-22,1,无理由退货,1237.15,商品/运营,是
RT0003201,O00039075,2025-11-13,1,描述不符,956.02,商品/运营,是
RT0003202,O00039091,2025-10-03,1,物流延迟,1242.75,物流,是
RT0003203,O00039098,2026-04-03,1,物流延迟,180.84,物流,是
RT0003204,O00039103,2026-01-11,1,质量问题,1558.13,商品/运营,是
RT0003205,O00039104,2026-03-13,2,尺寸/适配问题,1465.14,商品/运营,是
RT0003206,O00039119,2025-12-26,1,物流延迟,1528.96,物流,是
RT0003207,O00039120,2025-12-26,1,物流延迟,1078.64,物流,是
RT0003208,O00039134,2026-07-08,1,商品破损,1030.54,物流,是
RT0003209,O00039136,2026-04-06,2,质量问题,2038.54,商品/运营,是
RT0003210,O00039172,2026-06-13,3,物流延迟,1700.37,物流,是
