ticket_id,customer_id,order_id,created_date,ticket_category,contact_channel,priority,resolution_hours,first_contact_resolved,satisfaction_score
TK0002651,C000432,O00029394,2026-05-05,安装使用,在线客服,高,19.22,否,4
TK0002652,C003331,O00029403,2026-05-05,物流咨询,门店,中,35.09,否,3
TK0002653,C004293,O00029419,2026-04-30,物流咨询,在线客服,低,14.85,否,4
TK0002654,C000633,O00029423,2026-01-13,商品质量,在线客服,高,20.01,否,4
TK0002655,C000973,O00029430,2025-09-03,商品质量,在线客服,低,8.93,否,4
TK0002656,C000858,O00029444,2025-08-15,安装使用,电话,低,2.68,是,5
TK0002657,C000540,O00029445,2025-08-17,发票支付,社交媒体,低,31.91,否,2
TK0002658,C000670,O00029451,2026-02-28,退换货,门店,低,3.52,是,3
TK0002659,C002128,O00029483,2026-02-18,物流咨询,电话,紧急,24.94,否,4
TK0002660,C001878,O00029484,2025-09-04,退换货,社交媒体,中,15.62,否,4
TK0002661,C002996,O00029500,2026-05-25,物流咨询,在线客服,中,22.55,否,4
TK0002662,C003061,O00029501,2026-03-04,商品质量,电话,高,17.17,否,4
TK0002663,C003339,O00029513,2025-08-16,物流咨询,在线客服,低,1.72,是,5
TK0002664,C001087,O00029527,2025-11-29,物流咨询,门店,中,1.09,是,4
TK0002665,C004520,O00029551,2025-12-02,物流咨询,在线客服,中,4.78,是,5
TK0002666,C003410,O00029553,2025-10-12,物流咨询,社交媒体,中,25.15,否,3
TK0002667,C000228,O00029572,2025-09-21,商品质量,在线客服,中,3.42,是,5
TK0002668,C000977,O00029578,2025-12-02,退换货,门店,低,20.3,否,4
TK0002669,C002274,O00029581,2026-06-05,商品质量,电话,中,1.04,是,5
TK0002670,C001687,O00029613,2026-02-03,物流咨询,电话,中,27.63,否,3
TK0002671,C000045,O00029622,2026-06-28,商品质量,门店,高,9.74,否,5
TK0002672,C002444,O00029655,2025-09-16,退换货,门店,低,16.35,否,4
TK0002673,C002531,O00029670,2026-06-24,退换货,在线客服,中,32.09,否,2
TK0002674,C001881,O00029688,2025-11-14,物流咨询,社交媒体,低,31.59,否,3
TK0002675,C001304,O00029696,2025-08-26,商品质量,在线客服,中,33.72,否,2
TK0002676,C002928,O00029715,2026-06-16,退换货,电话,高,22.1,否,3
TK0002677,C001127,O00029729,2025-09-11,促销规则,社交媒体,低,17.47,否,4
TK0002678,C002019,O00029738,2026-01-29,安装使用,电话,中,24.28,否,4
TK0002679,C000094,O00029746,2025-08-19,物流咨询,社交媒体,中,33.15,否,3
TK0002680,C004943,O00029753,2026-06-04,物流咨询,社交媒体,低,2.07,是,5
TK0002681,C002750,O00029768,2025-08-22,发票支付,门店,高,35.42,否,3
TK0002682,C001067,O00029796,2026-01-09,物流咨询,社交媒体,高,12.44,否,5
TK0002683,C004427,O00029821,2025-09-03,物流咨询,社交媒体,中,23.76,否,3
TK0002684,C001231,O00029826,2026-06-27,促销规则,在线客服,高,18.75,否,4
TK0002685,C004862,O00029831,2026-04-04,物流咨询,门店,高,18.03,否,4
TK0002686,C003190,O00029832,2026-07-26,物流咨询,电话,中,17.79,否,4
TK0002687,C001109,O00029839,2025-12-10,商品质量,在线客服,低,12.87,否,4
TK0002688,C002900,O00029848,2026-02-22,物流咨询,社交媒体,中,7.8,是,5
TK0002689,C004953,O00029856,2025-09-19,安装使用,社交媒体,中,10.65,否,4
TK0002690,C004064,O00029865,2026-02-24,安装使用,在线客服,紧急,20.23,否,4
TK0002691,C001147,O00029884,2026-07-13,安装使用,电话,低,13.77,否,5
TK0002692,C003884,O00029893,2026-03-09,退换货,电话,中,5.5,是,4
TK0002693,C001137,O00029900,2025-11-25,安装使用,门店,中,32.84,否,3
TK0002694,C003713,O00029901,2026-01-11,安装使用,门店,低,7.06,是,5
TK0002695,C000735,O00029914,2026-03-15,促销规则,电话,高,16.97,否,4
TK0002696,C004779,O00029928,2026-07-21,商品质量,电话,中,21.1,否,3
TK0002697,C001362,O00029935,2026-07-17,商品质量,门店,中,16.47,否,4
TK0002698,C004543,O00029944,2026-03-29,促销规则,在线客服,中,9.2,否,5
TK0002699,C002056,O00029947,2025-10-22,物流咨询,电话,高,22.35,否,3
TK0002700,C000787,O00029968,2026-01-16,退换货,门店,中,16.4,否,4
TK0002701,C004001,O00029970,2025-10-09,物流咨询,门店,低,34.63,否,2
TK0002702,C004240,O00029982,2026-05-21,物流咨询,社交媒体,中,12.33,否,4
TK0002703,C003797,O00029986,2025-08-04,物流咨询,门店,高,21.26,否,4
TK0002704,C000437,O00029989,2026-06-26,促销规则,社交媒体,低,13.14,否,3
TK0002705,C002749,O00029995,2025-10-31,物流咨询,电话,中,16.68,否,4
TK0002706,C004416,O00030005,2025-11-26,物流咨询,门店,中,10.28,否,4
TK0002707,C001129,O00030009,2025-11-06,安装使用,社交媒体,中,4.8,是,5
TK0002708,C002941,O00030016,2026-02-09,物流咨询,在线客服,中,31.23,否,3
TK0002709,C001173,O00030027,2026-02-07,退换货,在线客服,中,20.33,否,4
TK0002710,C003002,O00030033,2026-03-04,商品质量,电话,中,34.57,否,3
TK0002711,C004559,O00030040,2026-05-16,物流咨询,电话,中,11.89,否,4
TK0002712,C004870,O00030045,2026-01-24,商品质量,在线客服,高,23.1,否,3
TK0002713,C002053,O00030047,2026-03-19,发票支付,门店,中,32.86,否,3
TK0002714,C000878,O00030054,2026-02-07,安装使用,在线客服,低,3.08,是,4
TK0002715,C000550,O00030056,2025-11-03,发票支付,在线客服,高,4.8,是,4
TK0002716,C001712,O00030059,2026-03-02,物流咨询,在线客服,高,17.82,否,4
TK0002717,C000039,O00030065,2026-08-02,退换货,社交媒体,低,29.41,否,2
TK0002718,C002075,O00030067,2026-08-02,物流咨询,门店,中,17.67,否,4
TK0002719,C001805,O00030107,2025-10-13,商品质量,在线客服,高,16.59,否,4
TK0002720,C000824,O00030133,2026-07-12,物流咨询,电话,中,6.64,是,4
TK0002721,C000932,O00030136,2026-06-10,安装使用,门店,中,3.65,是,4
TK0002722,C001433,O00030142,2025-09-04,退换货,门店,中,5.65,是,5
TK0002723,C004981,O00030166,2025-09-20,商品质量,电话,中,1.91,是,5
TK0002724,C002312,O00030167,2026-03-21,促销规则,在线客服,中,28.8,否,3
TK0002725,C000397,O00030171,2026-04-05,商品质量,电话,高,26.23,否,3
TK0002726,C000783,O00030196,2025-12-20,安装使用,电话,低,22.71,否,4
TK0002727,C003779,O00030204,2025-09-30,商品质量,社交媒体,低,1.25,是,5
TK0002728,C002531,O00030216,2026-01-05,物流咨询,门店,中,24.08,否,2
TK0002729,C002117,O00030234,2026-04-01,物流咨询,门店,中,23.29,否,3
TK0002730,C002121,O00030251,2026-07-23,物流咨询,社交媒体,中,9.92,否,5
TK0002731,C004589,O00030263,2026-04-25,物流咨询,电话,高,21.72,否,4
TK0002732,C000135,O00030266,2026-02-09,物流咨询,门店,紧急,25.26,否,2
TK0002733,C001728,O00030275,2025-12-29,物流咨询,社交媒体,中,16.28,否,4
TK0002734,C000298,O00030282,2025-09-07,商品质量,在线客服,中,12.94,否,5
TK0002735,C002430,O00030288,2025-09-07,退换货,社交媒体,中,8.11,否,5
TK0002736,C001795,O00030304,2026-03-19,物流咨询,门店,中,13.72,否,4
TK0002737,C001835,O00030308,2026-03-26,物流咨询,电话,低,18.0,否,4
TK0002738,C004221,O00030312,2026-05-09,退换货,电话,中,11.49,否,3
TK0002739,C000676,O00030335,2025-10-11,退换货,社交媒体,高,12.09,否,5
TK0002740,C002943,O00030363,2025-11-21,促销规则,电话,中,16.59,否,4
TK0002741,C002793,O00030370,2026-01-04,物流咨询,门店,低,28.3,否,3
TK0002742,C003678,O00030390,2026-01-04,安装使用,社交媒体,中,14.99,否,5
TK0002743,C003445,O00030394,2025-12-06,物流咨询,在线客服,中,23.13,否,2
TK0002744,C004383,O00030404,2026-06-29,物流咨询,在线客服,中,25.22,否,3
TK0002745,C002430,O00030441,2026-01-02,退换货,门店,中,9.94,否,4
TK0002746,C003705,O00030451,2026-03-19,物流咨询,门店,中,27.04,否,3
TK0002747,C004332,O00030478,2026-05-27,促销规则,在线客服,中,21.16,否,3
TK0002748,C003056,O00030486,2026-05-20,物流咨询,门店,高,19.54,否,3
TK0002749,C004363,O00030527,2025-09-24,促销规则,在线客服,低,14.26,否,4
TK0002750,C003237,O00030529,2026-03-20,安装使用,在线客服,高,3.69,是,4
TK0002751,C003531,O00030537,2025-08-14,促销规则,门店,中,8.17,否,4
TK0002752,C003775,O00030551,2026-06-15,促销规则,社交媒体,高,27.29,否,3
TK0002753,C004616,O00030566,2025-08-22,物流咨询,电话,中,22.63,否,3
TK0002754,C001415,O00030601,2026-04-03,安装使用,门店,低,14.49,否,5
TK0002755,C003230,O00030608,2026-01-06,商品质量,电话,低,8.36,否,4
TK0002756,C003936,O00030612,2026-08-04,促销规则,电话,紧急,30.62,否,3
TK0002757,C004413,O00030614,2025-10-19,物流咨询,门店,中,6.97,是,4
TK0002758,C004509,O00030618,2026-02-10,退换货,电话,低,21.39,否,3
TK0002759,C003560,O00030621,2025-08-01,物流咨询,社交媒体,低,30.24,否,2
TK0002760,C000263,O00030639,2025-12-02,促销规则,社交媒体,中,29.79,否,3
TK0002761,C000832,O00030663,2025-12-21,安装使用,门店,中,22.15,否,3
TK0002762,C001420,O00030666,2026-06-12,商品质量,社交媒体,低,18.75,否,4
TK0002763,C002531,O00030679,2025-12-15,物流咨询,电话,中,25.82,否,3
TK0002764,C000442,O00030718,2026-01-16,商品质量,门店,中,35.1,否,2
TK0002765,C002488,O00030768,2026-05-13,物流咨询,门店,低,13.07,否,4
TK0002766,C000284,O00030769,2026-01-30,商品质量,电话,高,3.52,是,5
TK0002767,C000243,O00030776,2026-05-05,物流咨询,电话,中,29.0,否,2
TK0002768,C004755,O00030781,2025-12-18,物流咨询,门店,中,23.21,否,4
TK0002769,C001763,O00030782,2025-12-29,物流咨询,电话,中,27.09,否,3
TK0002770,C004477,O00030792,2025-12-02,退换货,电话,低,12.46,否,4
TK0002771,C002871,O00030794,2025-08-13,商品质量,在线客服,低,2.77,是,4
TK0002772,C001959,O00030795,2026-04-22,发票支付,在线客服,紧急,19.39,否,4
TK0002773,C002789,O00030818,2026-04-14,安装使用,电话,中,35.16,否,2
TK0002774,C003775,O00030819,2026-07-08,物流咨询,门店,中,9.46,否,4
TK0002775,C002571,O00030837,2025-09-11,促销规则,门店,中,27.45,否,3
TK0002776,C002007,O00030844,2026-03-28,商品质量,门店,高,26.12,否,4
TK0002777,C003503,O00030855,2026-06-27,安装使用,电话,中,16.76,否,4
TK0002778,C004193,O00030861,2025-11-03,物流咨询,在线客服,低,31.37,否,2
TK0002779,C004165,O00030874,2026-07-23,安装使用,社交媒体,中,18.48,否,4
TK0002780,C001673,O00030877,2026-07-30,安装使用,门店,高,10.18,否,5
TK0002781,C001436,O00030879,2025-12-12,商品质量,电话,中,14.73,否,5
TK0002782,C002274,O00030884,2025-10-15,物流咨询,门店,中,33.08,否,3
TK0002783,C002770,O00030892,2026-01-31,商品质量,在线客服,低,22.87,否,3
TK0002784,C003562,O00030915,2025-11-28,退换货,电话,低,17.46,否,4
TK0002785,C003145,O00030921,2026-06-14,商品质量,门店,高,17.1,否,4
TK0002786,C000092,O00030925,2025-11-07,安装使用,电话,高,31.36,否,2
TK0002787,C002802,O00030949,2025-08-11,商品质量,在线客服,中,35.29,否,3
TK0002788,C001050,O00030966,2025-11-21,物流咨询,在线客服,中,7.23,是,5
TK0002789,C004156,O00030973,2025-10-24,商品质量,社交媒体,高,13.11,否,5
TK0002790,C002941,O00030978,2026-05-13,物流咨询,门店,高,25.28,否,4
TK0002791,C002047,O00030989,2026-05-18,退换货,电话,低,14.86,否,4
TK0002792,C004432,O00030999,2026-06-03,物流咨询,门店,高,35.54,否,3
TK0002793,C001311,O00031002,2025-12-25,商品质量,社交媒体,中,14.83,否,4
TK0002794,C004178,O00031034,2025-10-17,安装使用,门店,中,23.23,否,3
TK0002795,C003811,O00031063,2025-09-02,商品质量,在线客服,中,33.91,否,2
TK0002796,C000349,O00031069,2026-01-06,发票支付,电话,低,11.84,否,4
TK0002797,C002606,O00031078,2026-02-16,退换货,电话,中,24.61,否,4
TK0002798,C001638,O00031083,2026-01-26,退换货,社交媒体,低,3.34,是,4
TK0002799,C003301,O00031132,2026-01-30,物流咨询,门店,中,32.16,否,2
TK0002800,C004695,O00031136,2025-09-03,发票支付,在线客服,中,24.1,否,4
TK0002801,C004213,O00031137,2025-12-26,物流咨询,在线客服,低,8.7,否,3
TK0002802,C004404,O00031144,2025-12-28,安装使用,在线客服,高,13.93,否,4
TK0002803,C002978,O00031166,2026-06-19,退换货,在线客服,紧急,4.49,是,5
TK0002804,C003606,O00031212,2025-11-02,退换货,门店,低,12.47,否,3
TK0002805,C002428,O00031220,2026-01-19,安装使用,社交媒体,高,29.27,否,4
TK0002806,C000318,O00031223,2025-11-30,商品质量,电话,高,33.93,否,3
TK0002807,C003781,O00031254,2026-01-07,物流咨询,社交媒体,中,14.03,否,4
TK0002808,C002500,O00031256,2026-06-05,发票支付,社交媒体,中,20.59,否,3
TK0002809,C002469,O00031257,2026-06-01,物流咨询,电话,中,19.67,否,3
TK0002810,C002125,O00031261,2026-02-16,物流咨询,电话,中,5.65,是,4
TK0002811,C002946,O00031272,2026-05-16,物流咨询,在线客服,中,7.44,是,4
TK0002812,C001034,O00031275,2025-09-16,商品质量,在线客服,中,29.49,否,4
TK0002813,C004329,O00031282,2025-11-14,商品质量,在线客服,低,17.66,否,4
TK0002814,C002790,O00031289,2026-06-08,促销规则,门店,中,13.4,否,5
TK0002815,C003646,O00031292,2025-12-10,物流咨询,在线客服,低,5.6,是,4
TK0002816,C000339,O00031293,2025-10-17,物流咨询,在线客服,中,10.61,否,4
TK0002817,C002020,O00031299,2025-09-30,促销规则,门店,高,11.86,否,4
TK0002818,C000724,O00031317,2025-11-23,物流咨询,在线客服,低,19.63,否,4
TK0002819,C004605,O00031326,2026-01-05,促销规则,社交媒体,中,6.88,是,4
TK0002820,C000174,O00031329,2026-01-30,退换货,门店,低,35.31,否,3
TK0002821,C001370,O00031338,2026-06-06,促销规则,社交媒体,中,18.02,否,4
TK0002822,C000457,O00031362,2025-11-11,商品质量,在线客服,低,31.87,否,4
TK0002823,C000357,O00031371,2026-02-22,安装使用,门店,中,16.54,否,3
TK0002824,C000185,O00031372,2026-01-27,安装使用,在线客服,低,24.87,否,3
TK0002825,C003018,O00031373,2026-06-21,安装使用,门店,中,15.8,否,3
TK0002826,C003333,O00031394,2025-11-14,安装使用,电话,高,13.37,否,4
TK0002827,C004532,O00031398,2026-05-20,退换货,电话,低,25.52,否,3
TK0002828,C003423,O00031399,2026-07-26,安装使用,门店,高,33.69,否,4
TK0002829,C002135,O00031415,2026-04-28,物流咨询,在线客服,低,6.61,是,5
TK0002830,C003706,O00031429,2026-03-06,物流咨询,在线客服,低,33.16,否,3
TK0002831,C001748,O00031439,2025-11-12,退换货,电话,低,1.77,是,5
TK0002832,C004382,O00031443,2026-04-28,促销规则,门店,高,27.73,否,4
TK0002833,C004604,O00031447,2025-12-24,物流咨询,门店,低,25.25,否,3
TK0002834,C001517,O00031450,2026-02-20,物流咨询,社交媒体,中,16.53,否,3
TK0002835,C000671,O00031473,2025-11-11,安装使用,在线客服,高,21.3,否,4
TK0002836,C002237,O00031485,2026-05-10,物流咨询,社交媒体,低,28.85,否,3
TK0002837,C003210,O00031490,2025-12-19,物流咨询,在线客服,中,17.84,否,4
TK0002838,C001625,O00031491,2025-08-25,物流咨询,在线客服,低,7.75,是,4
TK0002839,C000551,O00031492,2025-11-29,促销规则,在线客服,低,30.55,否,3
TK0002840,C003434,O00031519,2026-07-07,退换货,电话,中,4.2,是,5
TK0002841,C001162,O00031520,2025-10-21,发票支付,在线客服,中,10.76,否,4
TK0002842,C000689,O00031579,2025-11-23,物流咨询,社交媒体,中,28.19,否,2
TK0002843,C002797,O00031585,2025-08-08,物流咨询,电话,中,30.78,否,2
TK0002844,C000658,O00031589,2025-12-20,退换货,门店,中,27.19,否,4
TK0002845,C002861,O00031590,2026-03-06,物流咨询,在线客服,紧急,3.08,是,5
TK0002846,C003248,O00031594,2026-01-09,物流咨询,社交媒体,低,13.84,否,5
TK0002847,C002310,O00031614,2025-11-12,物流咨询,门店,低,4.77,是,5
TK0002848,C001535,O00031617,2026-07-07,物流咨询,电话,低,29.01,否,3
TK0002849,C003462,O00031622,2026-06-21,物流咨询,门店,低,2.79,是,4
TK0002850,C001376,O00031635,2026-05-17,物流咨询,门店,中,1.58,是,5
TK0002851,C002653,O00031636,2026-01-02,安装使用,在线客服,中,10.61,否,4
TK0002852,C000592,O00031640,2025-11-28,物流咨询,电话,中,24.22,否,3
TK0002853,C002791,O00031645,2026-05-30,商品质量,社交媒体,低,25.71,否,3
TK0002854,C003312,O00031660,2025-09-06,物流咨询,门店,低,22.14,否,4
TK0002855,C002550,O00031663,2025-12-31,促销规则,在线客服,中,15.1,否,5
TK0002856,C003573,O00031666,2026-04-05,物流咨询,门店,中,21.29,否,3
TK0002857,C003356,O00031674,2026-05-13,促销规则,在线客服,高,24.47,否,3
TK0002858,C004206,O00031682,2025-09-10,物流咨询,门店,高,16.75,否,4
TK0002859,C004626,O00031701,2026-06-09,物流咨询,社交媒体,高,25.03,否,2
TK0002860,C003704,O00031719,2026-03-10,退换货,电话,中,32.49,否,3
TK0002861,C003504,O00031733,2026-04-22,商品质量,门店,紧急,34.61,否,3
TK0002862,C004509,O00031743,2025-12-09,物流咨询,电话,中,1.39,是,5
TK0002863,C001072,O00031748,2026-05-23,退换货,电话,高,17.91,否,4
TK0002864,C000794,O00031763,2026-05-18,商品质量,电话,中,2.19,是,5
TK0002865,C003958,O00031765,2026-05-31,物流咨询,门店,低,19.24,否,4
TK0002866,C004798,O00031775,2026-02-19,物流咨询,电话,中,16.57,否,3
TK0002867,C004795,O00031786,2025-12-21,安装使用,社交媒体,中,5.93,是,5
TK0002868,C002329,O00031794,2026-05-26,物流咨询,在线客服,低,31.8,否,3
TK0002869,C004791,O00031807,2026-04-11,物流咨询,门店,中,8.09,否,5
TK0002870,C004980,O00031822,2025-10-29,物流咨询,社交媒体,低,19.52,否,3
TK0002871,C000419,O00031824,2025-12-19,退换货,社交媒体,中,16.77,否,4
TK0002872,C000478,O00031831,2026-02-02,促销规则,电话,低,33.35,否,4
TK0002873,C002776,O00031833,2026-07-25,物流咨询,在线客服,中,24.94,否,3
TK0002874,C000716,O00031836,2026-07-19,促销规则,社交媒体,低,4.69,是,5
TK0002875,C001225,O00031837,2026-03-22,商品质量,电话,高,24.37,否,2
TK0002876,C002451,O00031841,2026-02-11,促销规则,电话,低,12.84,否,4
TK0002877,C003528,O00031856,2025-09-23,物流咨询,在线客服,中,18.48,否,4
TK0002878,C002761,O00031858,2026-03-05,退换货,门店,中,35.64,否,3
TK0002879,C002199,O00031866,2025-09-16,物流咨询,社交媒体,低,9.36,否,4
TK0002880,C000483,O00031871,2025-08-30,物流咨询,社交媒体,中,6.13,是,5
TK0002881,C001703,O00031872,2025-12-21,安装使用,社交媒体,中,18.0,否,5
TK0002882,C003783,O00031876,2026-05-12,促销规则,电话,低,6.32,是,5
TK0002883,C000887,O00031888,2026-06-08,促销规则,在线客服,高,35.33,否,3
TK0002884,C001273,O00031889,2026-06-10,物流咨询,门店,低,7.75,是,4
TK0002885,C001050,O00031911,2026-04-20,物流咨询,在线客服,低,30.91,否,3
TK0002886,C001424,O00031914,2025-09-01,退换货,门店,紧急,4.86,是,4
TK0002887,C000327,O00031917,2026-04-06,物流咨询,门店,紧急,33.04,否,4
TK0002888,C002491,O00031921,2025-08-29,物流咨询,社交媒体,中,14.78,否,4
TK0002889,C000334,O00031926,2026-02-15,物流咨询,电话,紧急,9.33,否,4
TK0002890,C001083,O00031927,2026-01-12,退换货,社交媒体,高,20.39,否,5
TK0002891,C003003,O00031941,2025-12-08,发票支付,社交媒体,中,29.8,否,2
TK0002892,C004610,O00031946,2026-05-19,物流咨询,电话,低,2.38,是,5
TK0002893,C002293,O00031956,2026-05-10,退换货,门店,中,3.3,是,4
TK0002894,C003776,O00031966,2026-02-02,安装使用,社交媒体,低,12.89,否,4
TK0002895,C002024,O00031967,2026-05-21,商品质量,电话,中,31.63,否,3
TK0002896,C000213,O00031979,2025-08-04,安装使用,在线客服,高,13.27,否,4
TK0002897,C003910,O00031997,2025-09-05,促销规则,在线客服,紧急,33.95,否,3
TK0002898,C000274,O00031999,2025-12-23,物流咨询,在线客服,低,9.85,否,4
TK0002899,C003584,O00032015,2026-07-11,安装使用,社交媒体,低,3.95,是,5
TK0002900,C004593,O00032017,2026-06-11,物流咨询,门店,中,30.74,否,3
TK0002901,C002748,O00032056,2026-05-23,商品质量,在线客服,低,26.07,否,3
TK0002902,C003300,O00032060,2025-08-30,安装使用,门店,中,3.36,是,5
TK0002903,C002403,O00032073,2026-03-25,退换货,门店,中,19.46,否,3
TK0002904,C004393,O00032097,2026-04-28,物流咨询,在线客服,中,28.34,否,3
TK0002905,C001654,O00032104,2025-09-14,商品质量,社交媒体,高,6.49,是,5
TK0002906,C004868,O00032105,2025-12-31,商品质量,社交媒体,高,8.37,否,5
TK0002907,C001277,O00032110,2026-04-13,安装使用,门店,高,17.26,否,4
TK0002908,C004608,O00032119,2026-03-01,物流咨询,电话,低,25.93,否,3
TK0002909,C000997,O00032123,2026-07-14,物流咨询,社交媒体,中,3.16,是,4
TK0002910,C003393,O00032141,2025-11-04,安装使用,门店,低,18.13,否,4
TK0002911,C000775,O00032143,2026-04-11,退换货,在线客服,中,29.15,否,3
TK0002912,C004495,O00032160,2026-04-24,安装使用,电话,低,31.64,否,3
TK0002913,C003837,O00032164,2025-11-28,物流咨询,门店,紧急,28.8,否,4
TK0002914,C002520,O00032166,2026-01-25,退换货,社交媒体,中,11.84,否,4
TK0002915,C003182,O00032182,2026-03-03,物流咨询,在线客服,中,32.77,否,2
TK0002916,C001286,O00032184,2026-06-29,物流咨询,电话,低,22.96,否,3
TK0002917,C001812,O00032201,2026-07-13,安装使用,在线客服,高,29.43,否,3
TK0002918,C002689,O00032207,2026-02-13,促销规则,电话,高,29.91,否,3
TK0002919,C002932,O00032242,2025-09-03,物流咨询,电话,中,28.42,否,4
TK0002920,C000890,O00032255,2026-01-13,退换货,门店,中,29.47,否,4
TK0002921,C003880,O00032259,2026-04-05,退换货,社交媒体,中,13.98,否,5
TK0002922,C000668,O00032281,2026-08-03,商品质量,电话,低,21.18,否,4
TK0002923,C002126,O00032308,2025-12-09,安装使用,在线客服,低,35.39,否,4
TK0002924,C003742,O00032309,2025-10-29,发票支付,社交媒体,高,32.89,否,2
TK0002925,C002385,O00032323,2026-02-18,商品质量,在线客服,高,19.09,否,4
TK0002926,C004058,O00032346,2026-06-28,商品质量,门店,中,30.01,否,3
TK0002927,C000424,O00032363,2025-11-10,物流咨询,门店,中,15.68,否,3
TK0002928,C004273,O00032369,2025-10-26,促销规则,在线客服,高,1.99,是,4
TK0002929,C000199,O00032374,2026-04-19,促销规则,在线客服,高,29.22,否,2
TK0002930,C004577,O00032377,2025-09-28,发票支付,社交媒体,高,21.93,否,4
TK0002931,C000916,O00032379,2025-09-12,退换货,电话,低,3.94,是,5
TK0002932,C004879,O00032385,2026-05-08,商品质量,在线客服,中,29.24,否,3
TK0002933,C002624,O00032397,2025-12-02,促销规则,电话,中,4.76,是,5
TK0002934,C002232,O00032403,2026-01-04,物流咨询,门店,高,16.45,否,4
TK0002935,C000552,O00032405,2026-07-27,发票支付,社交媒体,中,12.43,否,4
TK0002936,C004874,O00032409,2026-06-20,物流咨询,在线客服,低,10.99,否,5
TK0002937,C004556,O00032410,2025-08-30,发票支付,电话,中,9.94,否,4
TK0002938,C004606,O00032423,2026-07-23,安装使用,门店,低,22.99,否,4
TK0002939,C004595,O00032434,2025-12-24,退换货,门店,高,13.92,否,4
TK0002940,C001230,O00032451,2025-12-22,退换货,门店,中,17.31,否,4
TK0002941,C004502,O00032461,2025-11-09,退换货,门店,低,8.19,否,5
TK0002942,C002359,O00032466,2026-03-18,商品质量,社交媒体,中,14.35,否,3
TK0002943,C003301,O00032467,2025-12-19,物流咨询,电话,低,16.05,否,4
TK0002944,C003571,O00032471,2026-01-30,发票支付,电话,中,33.11,否,3
TK0002945,C001439,O00032487,2026-01-26,物流咨询,社交媒体,高,29.73,否,2
TK0002946,C000160,O00032501,2025-11-08,退换货,在线客服,紧急,28.04,否,4
TK0002947,C000549,O00032508,2026-04-13,物流咨询,电话,中,28.74,否,3
TK0002948,C003416,O00032521,2025-11-19,物流咨询,社交媒体,低,31.63,否,2
TK0002949,C001327,O00032531,2026-03-30,物流咨询,电话,高,21.81,否,4
TK0002950,C002496,O00032538,2025-12-23,物流咨询,社交媒体,中,4.09,是,5
TK0002951,C000270,O00032548,2026-04-24,物流咨询,在线客服,中,13.14,否,4
TK0002952,C001661,O00032552,2026-01-07,物流咨询,电话,低,6.32,是,4
TK0002953,C002014,O00032562,2026-02-14,物流咨询,门店,低,33.35,否,2
TK0002954,C001230,O00032565,2026-05-03,促销规则,电话,高,5.31,是,4
TK0002955,C001829,O00032589,2026-01-28,商品质量,门店,中,11.47,否,4
TK0002956,C003862,O00032593,2025-12-05,商品质量,门店,中,3.41,是,5
TK0002957,C000850,O00032598,2025-11-21,商品质量,在线客服,中,13.58,否,4
TK0002958,C004997,O00032604,2026-02-24,退换货,社交媒体,中,25.06,否,3
TK0002959,C002163,O00032605,2026-03-18,促销规则,社交媒体,中,2.85,是,5
TK0002960,C003003,O00032612,2025-08-18,商品质量,在线客服,高,11.94,否,4
TK0002961,C000319,O00032613,2025-11-29,退换货,在线客服,高,20.89,否,4
TK0002962,C002722,O00032621,2026-01-07,安装使用,门店,中,32.93,否,2
TK0002963,C004952,O00032625,2026-07-23,退换货,电话,高,28.86,否,3
TK0002964,C003024,O00032631,2026-02-23,物流咨询,社交媒体,高,29.28,否,2
TK0002965,C000260,O00032689,2025-10-17,促销规则,电话,低,17.15,否,4
TK0002966,C001156,O00032697,2025-11-13,商品质量,社交媒体,低,16.18,否,4
TK0002967,C004670,O00032702,2025-08-22,退换货,电话,中,17.8,否,4
TK0002968,C001189,O00032711,2026-02-17,物流咨询,在线客服,中,23.23,否,3
TK0002969,C002459,O00032715,2026-04-17,商品质量,在线客服,中,33.5,否,3
TK0002970,C002411,O00032722,2026-05-04,物流咨询,电话,高,31.05,否,3
TK0002971,C002607,O00032724,2026-07-29,退换货,在线客服,中,3.62,是,4
TK0002972,C002977,O00032732,2025-08-02,物流咨询,在线客服,紧急,23.98,否,3
TK0002973,C004879,O00032741,2026-06-22,物流咨询,社交媒体,中,31.82,否,3
TK0002974,C003482,O00032749,2025-10-23,商品质量,门店,中,8.95,否,4
TK0002975,C001868,O00032750,2025-10-11,退换货,门店,低,5.06,是,5
TK0002976,C001598,O00032753,2026-04-11,安装使用,门店,低,9.15,否,4
TK0002977,C001471,O00032771,2026-03-28,退换货,电话,高,8.89,否,5
TK0002978,C004906,O00032772,2026-01-09,发票支付,门店,低,18.97,否,3
TK0002979,C003458,O00032778,2025-11-04,促销规则,门店,低,32.68,否,4
TK0002980,C000214,O00032813,2026-04-09,物流咨询,在线客服,低,32.22,否,3
TK0002981,C002450,O00032816,2026-07-11,促销规则,电话,低,35.89,否,2
TK0002982,C004117,O00032820,2025-08-16,安装使用,在线客服,低,18.69,否,4
TK0002983,C004717,O00032821,2026-01-17,发票支付,电话,低,22.34,否,4
TK0002984,C002056,O00032827,2025-11-24,安装使用,在线客服,中,22.37,否,4
TK0002985,C002251,O00032828,2026-01-02,物流咨询,在线客服,中,13.63,否,5
TK0002986,C003687,O00032838,2026-08-08,物流咨询,在线客服,低,31.98,否,2
