shipment_id,order_id,warehouse_id,carrier,ship_date,promised_days,actual_delivery_days,delay_days,shipping_cost,delivery_status
SH00035613,O00035613,W02,城际专线,2025-11-07,4,2,0,31.08,按时
SH00035614,O00035614,W04,京速,2025-12-02,2,3,1,29.74,延迟
SH00035615,O00035615,W02,迅联,2025-11-12,4,4,0,26.64,按时
SH00035616,O00035616,W04,顺达,2026-05-04,4,4,0,30.66,按时
SH00035617,O00035617,W03,京速,2025-11-11,3,3,0,31.0,按时
SH00035618,O00035618,W03,迅联,2025-08-23,4,1,0,29.0,按时
SH00035619,O00035619,W01,顺达,2026-02-02,3,2,0,32.88,按时
SH00035620,O00035620,W01,云仓配,2026-04-04,2,3,1,30.19,延迟
SH00035621,O00035621,W04,顺达,2025-09-24,4,2,0,27.04,按时
SH00035622,O00035622,W04,城际专线,2026-04-30,2,3,1,29.0,延迟
SH00035623,O00035623,W03,顺达,2026-05-27,4,3,0,18.95,按时
SH00035624,O00035624,W06,京速,2026-07-19,4,3,0,12.35,按时
SH00035625,O00035625,W06,云仓配,2025-09-01,3,5,2,38.56,延迟
SH00035626,O00035626,W02,迅联,2026-05-06,4,4,0,13.37,按时
SH00035627,O00035627,W06,京速,2026-01-26,3,4,1,19.85,延迟
SH00035628,O00035628,W04,京速,2025-12-20,3,2,0,28.18,按时
SH00035629,O00035629,W01,迅联,2026-07-19,4,7,3,23.61,延迟
SH00035630,O00035630,W03,云仓配,2026-07-10,3,1,0,20.22,按时
SH00035631,O00035631,W04,云仓配,2025-08-21,3,7,4,33.52,延迟
SH00035632,O00035632,W01,京速,2026-07-16,3,4,1,19.66,延迟
SH00035633,O00035633,W06,京速,2025-11-05,4,4,0,23.31,按时
SH00035634,O00035634,W04,京速,2026-04-10,2,4,2,43.61,延迟
SH00035635,O00035635,W04,迅联,2026-06-05,4,2,0,19.06,按时
SH00035636,O00035636,W01,顺达,2026-06-30,2,6,4,24.02,延迟
SH00035637,O00035637,W01,城际专线,2025-10-05,3,2,0,13.09,按时
SH00035638,O00035638,W04,云仓配,2026-06-04,2,3,1,26.56,延迟
SH00035639,O00035639,W04,城际专线,2026-07-23,2,2,0,26.8,按时
SH00035640,O00035640,W03,顺达,2025-12-04,3,4,1,20.79,延迟
SH00035641,O00035641,W01,顺达,2025-11-13,3,2,0,16.4,按时
SH00035642,O00035642,W03,京速,2026-03-16,2,1,0,11.41,按时
SH00035643,O00035643,W01,迅联,2026-03-17,2,2,0,15.56,按时
SH00035644,O00035644,W03,京速,2025-11-15,4,1,0,22.41,按时
SH00035645,O00035645,W02,京速,2026-01-14,3,3,0,27.83,按时
SH00035646,O00035646,W03,云仓配,2026-07-05,3,3,0,22.65,按时
SH00035647,O00035647,W02,顺达,2026-05-02,2,1,0,23.07,按时
SH00035648,O00035648,W03,迅联,2025-12-15,4,1,0,23.01,按时
SH00035649,O00035649,W03,京速,2025-09-05,4,2,0,11.63,按时
SH00035650,O00035650,W01,迅联,2026-01-31,4,5,1,24.11,延迟
SH00035651,O00035651,W03,迅联,2026-04-25,3,3,0,21.12,按时
SH00035652,O00035652,W06,城际专线,2026-04-10,2,2,0,15.16,按时
SH00035653,O00035653,W02,顺达,2026-03-30,4,3,0,41.64,按时
SH00035654,O00035654,W04,顺达,2026-07-09,2,5,3,24.3,延迟
SH00035655,O00035655,W01,迅联,2025-10-17,2,2,0,15.56,按时
SH00035656,O00035656,W03,云仓配,2025-12-17,4,3,0,24.03,按时
SH00035657,O00035657,W02,顺达,2026-07-14,3,3,0,21.91,按时
SH00035658,O00035658,W02,迅联,2025-12-13,2,4,2,13.0,延迟
SH00035659,O00035659,W04,云仓配,2026-05-27,2,2,0,10.6,按时
SH00035660,O00035660,W03,城际专线,2025-09-20,2,3,1,24.19,延迟
SH00035661,O00035661,W03,城际专线,2026-08-01,4,3,0,29.9,按时
SH00035662,O00035662,W03,城际专线,2026-07-12,4,4,0,41.92,按时
SH00035663,O00035663,W04,顺达,2026-05-03,4,2,0,24.76,按时
SH00035664,O00035664,W03,云仓配,2025-12-09,2,3,1,21.31,延迟
SH00035665,O00035665,W02,云仓配,2026-04-26,3,2,0,25.32,按时
SH00035666,O00035666,W02,顺达,2025-08-29,4,2,0,27.79,按时
SH00035667,O00035667,W05,云仓配,2025-08-28,2,3,1,25.56,延迟
SH00035668,O00035668,W02,迅联,2026-05-23,4,3,0,30.17,按时
SH00035669,O00035669,W06,云仓配,2025-12-01,4,3,0,25.64,按时
SH00035670,O00035670,W03,城际专线,2025-08-22,3,3,0,25.57,按时
SH00035671,O00035671,W03,京速,2026-04-09,4,2,0,40.22,按时
SH00035672,O00035672,W04,城际专线,2026-07-10,3,3,0,12.72,按时
SH00035673,O00035673,W03,迅联,2026-06-30,4,3,0,17.24,按时
SH00035674,O00035674,W03,云仓配,2026-06-20,2,6,4,23.7,延迟
SH00035675,O00035675,W02,顺达,2025-12-20,3,6,3,24.23,延迟
SH00035676,O00035676,W05,顺达,2026-03-03,2,4,2,23.69,延迟
SH00035677,O00035677,W01,云仓配,2026-08-01,3,2,0,22.91,按时
SH00035678,O00035678,W01,云仓配,2025-11-29,4,3,0,20.36,按时
SH00035679,O00035679,W04,京速,2025-11-13,4,3,0,15.42,按时
SH00035680,O00035680,W04,城际专线,2026-03-11,3,4,1,32.85,延迟
SH00035681,O00035681,W03,城际专线,2025-10-25,2,3,1,21.54,延迟
SH00035682,O00035682,W01,顺达,2026-04-29,4,5,1,15.25,延迟
SH00035683,O00035683,W04,顺达,2026-06-14,3,3,0,31.79,按时
SH00035684,O00035684,W04,城际专线,2025-08-09,4,4,0,21.55,按时
SH00035685,O00035685,W05,京速,2025-11-12,3,2,0,32.63,按时
SH00035686,O00035686,W04,京速,2026-07-25,2,4,2,12.6,延迟
SH00035687,O00035687,W01,顺达,2026-04-10,3,4,1,10.4,延迟
SH00035688,O00035688,W01,城际专线,2026-04-07,4,3,0,23.85,按时
SH00035689,O00035689,W03,迅联,2026-01-06,4,3,0,27.55,按时
SH00035690,O00035690,W02,顺达,2026-01-28,3,3,0,32.69,按时
SH00035691,O00035691,W02,迅联,2026-06-07,4,3,0,22.71,按时
SH00035692,O00035692,W02,迅联,2025-09-20,2,2,0,17.6,按时
SH00035693,O00035693,W01,云仓配,2025-11-03,3,2,0,31.01,按时
SH00035694,O00035694,W03,云仓配,2025-09-19,2,2,0,19.45,按时
SH00035695,O00035695,W01,云仓配,2026-05-14,2,5,3,28.14,延迟
SH00035696,O00035696,W04,云仓配,2025-09-18,2,3,1,26.54,延迟
SH00035697,O00035697,W04,城际专线,2025-12-17,4,1,0,19.61,按时
SH00035698,O00035698,W01,云仓配,2025-12-06,2,4,2,28.49,延迟
SH00035699,O00035699,W04,城际专线,2026-05-27,4,3,0,22.05,按时
SH00035700,O00035700,W05,云仓配,2026-01-19,2,6,4,23.68,延迟
SH00035701,O00035701,W01,城际专线,2026-05-30,4,6,2,23.45,延迟
SH00035702,O00035702,W02,迅联,2025-08-05,4,7,3,28.65,延迟
SH00035703,O00035703,W01,迅联,2026-01-18,3,3,0,30.63,按时
SH00035704,O00035704,W01,城际专线,2026-07-27,2,3,1,31.75,延迟
SH00035705,O00035705,W04,迅联,2025-11-16,3,5,2,21.47,延迟
SH00035706,O00035706,W05,顺达,2026-07-03,3,2,0,18.03,按时
SH00035707,O00035707,W06,顺达,2026-03-19,4,3,0,30.65,按时
SH00035708,O00035708,W02,云仓配,2026-03-02,3,4,1,32.11,延迟
SH00035709,O00035709,W02,迅联,2026-01-28,3,7,4,17.08,延迟
SH00035710,O00035710,W01,云仓配,2025-10-22,2,2,0,20.06,按时
SH00035711,O00035711,W05,顺达,2025-12-25,4,5,1,26.5,延迟
SH00035712,O00035712,W03,迅联,2026-04-09,3,6,3,13.37,延迟
SH00035713,O00035713,W04,顺达,2026-05-30,2,3,1,24.34,延迟
SH00035714,O00035714,W03,城际专线,2026-02-20,3,1,0,13.28,按时
SH00035715,O00035715,W01,京速,2026-05-06,2,3,1,27.79,延迟
SH00035716,O00035716,W01,京速,2025-12-05,4,2,0,29.73,按时
SH00035717,O00035717,W02,迅联,2026-01-24,2,3,1,31.65,延迟
SH00035718,O00035718,W01,迅联,2026-04-08,4,2,0,25.09,按时
SH00035719,O00035719,W02,京速,2026-05-06,3,6,3,28.98,延迟
SH00035720,O00035720,W06,京速,2025-11-09,3,1,0,33.52,按时
SH00035721,O00035721,W04,城际专线,2026-03-12,3,3,0,24.55,按时
SH00035722,O00035722,W05,城际专线,2026-05-05,2,3,1,30.51,延迟
SH00035723,O00035723,W04,顺达,2026-07-25,2,2,0,27.92,按时
SH00035724,O00035724,W01,城际专线,2026-03-22,3,1,0,16.66,按时
SH00035725,O00035725,W01,城际专线,2025-09-30,2,5,3,14.01,延迟
SH00035726,O00035726,W03,顺达,2025-10-27,3,1,0,22.37,按时
SH00035727,O00035727,W04,迅联,2026-03-20,2,2,0,16.61,按时
SH00035728,O00035728,W06,顺达,2025-09-04,2,7,5,23.37,延迟
SH00035729,O00035729,W02,迅联,2025-09-20,2,2,0,24.49,按时
SH00035730,O00035730,W05,迅联,2026-05-20,2,5,3,23.07,延迟
SH00035731,O00035731,W02,云仓配,2025-11-20,4,3,0,21.07,按时
SH00035732,O00035732,W04,顺达,2026-04-08,2,2,0,20.76,按时
SH00035733,O00035733,W02,迅联,2025-11-07,3,5,2,29.72,延迟
SH00035734,O00035734,W03,城际专线,2026-07-06,3,1,0,29.9,按时
SH00035735,O00035735,W01,云仓配,2026-03-09,4,3,0,22.55,按时
SH00035736,O00035736,W03,顺达,2026-04-02,2,2,0,26.06,按时
SH00035737,O00035737,W01,京速,2025-11-10,4,4,0,35.02,按时
SH00035738,O00035738,W05,京速,2026-02-12,4,5,1,16.01,延迟
SH00035739,O00035739,W01,城际专线,2026-02-02,3,7,4,23.1,延迟
SH00035740,O00035740,W04,京速,2025-11-07,4,4,0,27.8,按时
SH00035741,O00035741,W04,城际专线,2026-05-18,4,1,0,23.88,按时
SH00035742,O00035742,W04,城际专线,2026-05-12,4,4,0,27.12,按时
SH00035743,O00035743,W05,顺达,2025-11-30,2,4,2,24.87,延迟
SH00035744,O00035744,W06,顺达,2025-08-30,2,3,1,30.32,延迟
SH00035745,O00035745,W02,顺达,2025-11-09,3,3,0,23.89,按时
SH00035746,O00035746,W01,顺达,2025-10-25,3,4,1,32.74,延迟
SH00035747,O00035747,W02,云仓配,2026-02-22,2,3,1,15.94,延迟
SH00035748,O00035748,W05,顺达,2025-12-15,3,6,3,29.19,延迟
SH00035749,O00035749,W03,城际专线,2026-04-25,3,2,0,21.16,按时
SH00035750,O00035750,W01,城际专线,2026-03-10,2,3,1,29.97,延迟
SH00035751,O00035751,W04,城际专线,2026-02-27,2,3,1,34.08,延迟
SH00035752,O00035752,W06,京速,2026-04-11,4,2,0,27.02,按时
SH00035753,O00035753,W01,顺达,2025-10-21,3,4,1,11.64,延迟
SH00035754,O00035754,W01,城际专线,2026-05-07,4,1,0,37.5,按时
SH00035755,O00035755,W01,迅联,2026-05-20,3,2,0,20.65,按时
SH00035756,O00035756,W03,云仓配,2025-09-24,3,4,1,27.35,延迟
SH00035757,O00035757,W05,迅联,2025-10-30,2,3,1,18.24,延迟
SH00035758,O00035758,W01,城际专线,2025-12-30,3,2,0,18.72,按时
SH00035759,O00035759,W03,城际专线,2026-05-09,4,4,0,19.67,按时
SH00035760,O00035760,W04,城际专线,2026-04-18,3,3,0,23.48,按时
SH00035761,O00035761,W02,京速,2026-04-26,2,3,1,30.39,延迟
SH00035762,O00035762,W01,顺达,2025-09-18,2,3,1,19.19,延迟
SH00035763,O00035763,W04,迅联,2025-12-26,2,1,0,30.82,按时
SH00035764,O00035764,W06,顺达,2026-03-17,2,2,0,16.76,按时
SH00035765,O00035765,W02,云仓配,2026-03-30,2,3,1,28.12,延迟
SH00035766,O00035766,W03,顺达,2026-07-07,3,4,1,26.08,延迟
SH00035767,O00035767,W06,顺达,2026-07-17,4,3,0,16.89,按时
SH00035768,O00035768,W01,顺达,2025-11-21,4,3,0,26.16,按时
SH00035769,O00035769,W03,城际专线,2026-07-20,3,4,1,28.5,延迟
SH00035770,O00035770,W02,迅联,2026-01-12,3,4,1,14.78,延迟
SH00035771,O00035771,W02,顺达,2025-08-13,2,4,2,25.04,延迟
SH00035772,O00035772,W05,迅联,2026-06-16,3,5,2,19.17,延迟
SH00035773,O00035773,W04,京速,2026-06-15,2,4,2,17.66,延迟
SH00035774,O00035774,W01,京速,2026-07-13,4,3,0,22.5,按时
SH00035775,O00035775,W03,迅联,2026-03-18,4,6,2,38.28,延迟
SH00035776,O00035776,W01,顺达,2026-06-18,4,5,1,19.57,延迟
SH00035777,O00035777,W03,迅联,2025-08-30,2,2,0,19.19,按时
SH00035778,O00035778,W06,迅联,2026-04-29,2,6,4,32.61,延迟
SH00035779,O00035779,W01,京速,2026-02-22,2,2,0,27.19,按时
SH00035780,O00035780,W03,京速,2026-05-23,4,4,0,42.86,按时
SH00035781,O00035781,W01,顺达,2025-12-30,4,2,0,28.88,按时
SH00035782,O00035782,W01,顺达,2025-10-13,4,4,0,22.39,按时
SH00035783,O00035783,W05,顺达,2026-03-17,4,1,0,18.2,按时
SH00035784,O00035784,W01,顺达,2026-06-13,2,3,1,22.51,延迟
SH00035785,O00035785,W04,顺达,2026-01-17,4,3,0,43.02,按时
SH00035786,O00035786,W03,迅联,2025-12-21,4,5,1,19.72,延迟
SH00035787,O00035787,W03,京速,2025-09-02,2,4,2,33.35,延迟
SH00035788,O00035788,W02,京速,2025-08-03,2,3,1,15.07,延迟
SH00035789,O00035789,W03,京速,2026-04-23,4,2,0,23.74,按时
SH00035790,O00035790,W06,迅联,2025-09-16,2,4,2,14.74,延迟
SH00035791,O00035791,W06,京速,2025-12-10,3,6,3,19.75,延迟
SH00035792,O00035792,W06,顺达,2025-09-15,4,3,0,14.62,按时
SH00035793,O00035793,W03,云仓配,2025-10-25,2,3,1,29.4,延迟
SH00035794,O00035794,W03,迅联,2025-12-13,2,2,0,18.1,按时
SH00035795,O00035795,W04,京速,2025-11-10,3,1,0,33.15,按时
SH00035796,O00035796,W03,云仓配,2026-05-23,2,5,3,13.48,延迟
SH00035797,O00035797,W03,云仓配,2026-01-23,4,6,2,37.2,延迟
SH00035798,O00035798,W03,迅联,2025-10-10,4,4,0,26.6,按时
SH00035799,O00035799,W02,城际专线,2026-04-13,3,7,4,25.23,延迟
SH00035800,O00035800,W04,云仓配,2026-03-16,3,3,0,39.52,按时
SH00035801,O00035801,W01,城际专线,2026-01-02,2,3,1,22.06,延迟
SH00035802,O00035802,W06,顺达,2026-02-23,2,4,2,24.42,延迟
SH00035803,O00035803,W05,顺达,2025-10-14,3,3,0,33.28,按时
SH00035804,O00035804,W02,迅联,2025-12-08,3,1,0,26.13,按时
SH00035805,O00035805,W05,城际专线,2025-12-21,2,3,1,24.48,延迟
SH00035806,O00035806,W06,京速,2026-01-01,3,2,0,16.94,按时
SH00035807,O00035807,W06,顺达,2026-07-20,2,3,1,16.75,延迟
SH00035808,O00035808,W01,迅联,2026-06-01,3,3,0,24.48,按时
SH00035809,O00035809,W01,顺达,2026-02-13,3,1,0,27.64,按时
SH00035810,O00035810,W04,顺达,2026-04-12,2,2,0,27.55,按时
SH00035811,O00035811,W04,顺达,2025-12-30,3,3,0,34.03,按时
SH00035812,O00035812,W06,顺达,2026-06-03,3,3,0,31.09,按时
SH00035813,O00035813,W02,城际专线,2025-11-06,2,3,1,30.78,延迟
SH00035814,O00035814,W04,城际专线,2026-06-12,2,2,0,22.39,按时
SH00035815,O00035815,W02,京速,2025-09-14,3,1,0,17.96,按时
SH00035816,O00035816,W01,迅联,2026-07-22,2,6,4,19.47,延迟
SH00035817,O00035817,W02,迅联,2026-06-26,3,2,0,36.57,按时
SH00035818,O00035818,W02,云仓配,2025-08-08,2,3,1,27.27,延迟
SH00035819,O00035819,W01,顺达,2026-07-22,3,2,0,25.99,按时
SH00035820,O00035820,W01,迅联,2025-12-11,2,4,2,28.28,延迟
SH00035821,O00035821,W03,顺达,2025-08-02,4,4,0,13.67,按时
SH00035822,O00035822,W02,云仓配,2026-06-03,2,6,4,22.89,延迟
SH00035823,O00035823,W06,京速,2025-10-21,3,4,1,30.45,延迟
SH00035824,O00035824,W06,城际专线,2026-01-10,3,3,0,26.78,按时
SH00035825,O00035825,W04,顺达,2025-12-07,3,3,0,18.11,按时
SH00035826,O00035826,W06,城际专线,2025-10-31,4,7,3,39.19,延迟
SH00035827,O00035827,W05,顺达,2025-11-04,3,2,0,26.76,按时
SH00035828,O00035828,W01,城际专线,2026-06-17,2,3,1,10.88,延迟
SH00035829,O00035829,W01,顺达,2025-10-08,3,3,0,18.48,按时
SH00035830,O00035830,W02,迅联,2025-10-15,3,2,0,20.18,按时
SH00035831,O00035831,W02,顺达,2025-09-02,3,3,0,33.42,按时
SH00035832,O00035832,W02,云仓配,2026-03-17,2,2,0,28.81,按时
SH00035833,O00035833,W02,顺达,2026-01-22,3,4,1,27.64,延迟
SH00035834,O00035834,W05,京速,2025-12-09,4,4,0,29.13,按时
SH00035835,O00035835,W01,迅联,2026-01-27,4,6,2,16.24,延迟
SH00035836,O00035836,W04,顺达,2025-10-03,4,2,0,14.54,按时
SH00035837,O00035837,W01,云仓配,2026-06-30,3,2,0,30.62,按时
SH00035838,O00035838,W05,顺达,2026-05-28,4,3,0,16.88,按时
SH00035839,O00035839,W05,城际专线,2026-06-18,4,2,0,20.63,按时
SH00035840,O00035840,W02,云仓配,2026-06-17,2,3,1,16.71,延迟
SH00035841,O00035841,W05,城际专线,2026-04-15,4,2,0,16.84,按时
SH00035842,O00035842,W04,迅联,2026-04-03,3,3,0,14.57,按时
SH00035843,O00035843,W05,顺达,2026-03-27,4,3,0,31.11,按时
SH00035844,O00035844,W04,迅联,2026-01-25,2,1,0,15.63,按时
SH00035845,O00035845,W01,云仓配,2026-03-30,3,3,0,18.15,按时
SH00035846,O00035846,W05,顺达,2025-12-08,3,6,3,17.84,延迟
SH00035847,O00035847,W04,城际专线,2026-03-29,4,3,0,31.27,按时
SH00035848,O00035848,W02,顺达,2026-03-16,3,2,0,35.06,按时
SH00035849,O00035849,W01,城际专线,2026-02-06,2,3,1,29.87,延迟
SH00035850,O00035850,W06,迅联,2025-11-13,3,4,1,24.85,延迟
SH00035851,O00035851,W06,迅联,2025-12-11,4,2,0,17.19,按时
SH00035852,O00035852,W05,云仓配,2026-03-25,3,2,0,27.65,按时
SH00035853,O00035853,W02,云仓配,2025-11-23,3,6,3,20.47,延迟
SH00035854,O00035854,W04,京速,2025-10-09,3,3,0,33.53,按时
SH00035855,O00035855,W01,云仓配,2026-07-09,3,5,2,26.02,延迟
SH00035856,O00035856,W03,云仓配,2026-04-08,3,5,2,36.13,延迟
SH00035857,O00035857,W01,城际专线,2026-02-07,2,3,1,36.06,延迟
SH00035858,O00035858,W01,云仓配,2025-12-20,4,5,1,25.07,延迟
SH00035859,O00035859,W05,城际专线,2025-12-18,3,2,0,12.55,按时
SH00035860,O00035860,W04,京速,2026-04-12,3,7,4,29.2,延迟
SH00035861,O00035861,W02,迅联,2026-05-19,3,3,0,28.27,按时
SH00035862,O00035862,W01,迅联,2025-09-13,2,3,1,18.87,延迟
SH00035863,O00035863,W02,迅联,2026-04-24,4,4,0,29.96,按时
SH00035864,O00035864,W03,城际专线,2025-12-22,4,3,0,11.9,按时
SH00035865,O00035865,W02,顺达,2026-05-12,2,3,1,45.08,延迟
SH00035866,O00035866,W04,城际专线,2026-06-16,2,1,0,29.66,按时
SH00035867,O00035867,W03,京速,2025-11-19,3,1,0,24.5,按时
SH00035868,O00035868,W04,京速,2026-03-10,2,3,1,17.54,延迟
SH00035869,O00035869,W02,京速,2026-01-10,3,3,0,20.5,按时
SH00035870,O00035870,W03,京速,2025-12-29,2,2,0,29.07,按时
SH00035871,O00035871,W02,城际专线,2026-06-15,3,2,0,18.25,按时
SH00035872,O00035872,W01,顺达,2026-05-18,4,3,0,23.74,按时
SH00035873,O00035873,W03,云仓配,2026-07-29,2,2,0,14.12,按时
SH00035874,O00035874,W06,城际专线,2025-12-24,4,2,0,17.53,按时
SH00035875,O00035875,W02,迅联,2025-08-04,2,7,5,23.83,延迟
SH00035876,O00035876,W01,城际专线,2026-05-18,2,6,4,20.45,延迟
SH00035877,O00035877,W04,云仓配,2026-05-29,4,5,1,15.6,延迟
SH00035878,O00035878,W01,京速,2025-10-13,3,4,1,13.27,延迟
SH00035879,O00035879,W01,云仓配,2025-09-14,4,2,0,32.35,按时
SH00035880,O00035880,W06,城际专线,2026-04-06,3,4,1,21.06,延迟
SH00035881,O00035881,W03,城际专线,2026-07-24,2,1,0,17.57,按时
SH00035882,O00035882,W01,顺达,2026-02-08,3,2,0,13.18,按时
SH00035883,O00035883,W02,京速,2026-05-09,4,3,0,18.98,按时
SH00035884,O00035884,W05,迅联,2025-10-05,4,3,0,31.3,按时
SH00035885,O00035885,W02,顺达,2025-08-29,3,2,0,14.52,按时
SH00035886,O00035886,W05,京速,2026-06-06,4,2,0,22.73,按时
SH00035887,O00035887,W01,城际专线,2025-10-29,3,6,3,25.74,延迟
SH00035888,O00035888,W05,云仓配,2026-03-09,3,4,1,31.13,延迟
SH00035889,O00035889,W02,迅联,2025-08-19,4,3,0,22.81,按时
SH00035890,O00035890,W06,迅联,2026-07-12,3,7,4,22.99,延迟
SH00035891,O00035891,W06,顺达,2026-03-13,4,6,2,15.75,延迟
SH00035892,O00035892,W01,云仓配,2025-11-15,3,6,3,27.43,延迟
SH00035893,O00035893,W03,云仓配,2025-08-26,3,3,0,11.93,按时
SH00035894,O00035894,W03,云仓配,2026-07-12,4,4,0,25.83,按时
SH00035895,O00035895,W03,顺达,2026-01-09,3,5,2,25.18,延迟
SH00035896,O00035896,W01,城际专线,2025-12-10,3,2,0,14.23,按时
SH00035897,O00035897,W01,迅联,2026-04-24,3,6,3,22.5,延迟
SH00035898,O00035898,W05,顺达,2026-06-07,4,6,2,23.49,延迟
SH00035899,O00035899,W02,顺达,2026-06-08,2,6,4,29.95,延迟
SH00035900,O00035900,W02,云仓配,2025-09-21,3,4,1,28.06,延迟
SH00035901,O00035901,W04,迅联,2026-04-23,2,3,1,28.97,延迟
SH00035902,O00035902,W04,城际专线,2026-01-04,3,5,2,30.02,延迟
SH00035903,O00035903,W03,云仓配,2026-01-09,3,3,0,24.93,按时
SH00035904,O00035904,W01,云仓配,2026-01-18,2,2,0,29.81,按时
SH00035905,O00035905,W05,云仓配,2025-10-30,2,4,2,11.15,延迟
SH00035906,O00035906,W06,城际专线,2025-12-14,2,4,2,29.94,延迟
SH00035907,O00035907,W01,迅联,2026-07-25,2,4,2,19.55,延迟
SH00035908,O00035908,W05,城际专线,2025-10-08,2,3,1,36.69,延迟
SH00035909,O00035909,W01,城际专线,2025-11-19,3,2,0,28.2,按时
SH00035910,O00035910,W04,云仓配,2026-03-10,3,3,0,27.12,按时
SH00035911,O00035911,W03,城际专线,2025-12-14,3,4,1,29.86,延迟
SH00035912,O00035912,W05,顺达,2025-09-06,4,3,0,24.22,按时
SH00035913,O00035913,W04,京速,2025-11-06,4,7,3,27.37,延迟
SH00035914,O00035914,W01,城际专线,2026-06-20,2,3,1,21.86,延迟
SH00035915,O00035915,W02,云仓配,2025-09-28,3,6,3,27.03,延迟
SH00035916,O00035916,W02,云仓配,2026-02-17,2,2,0,38.42,按时
SH00035917,O00035917,W03,城际专线,2026-01-22,2,4,2,30.16,延迟
SH00035918,O00035918,W04,顺达,2025-12-12,3,1,0,19.59,按时
SH00035919,O00035919,W04,顺达,2026-06-16,4,2,0,18.01,按时
SH00035920,O00035920,W06,城际专线,2026-07-08,2,4,2,37.46,延迟
SH00035921,O00035921,W02,顺达,2025-11-27,2,4,2,27.81,延迟
SH00035922,O00035922,W02,城际专线,2026-01-06,4,2,0,12.92,按时
SH00035923,O00035923,W02,城际专线,2026-06-05,4,3,0,24.6,按时
SH00035924,O00035924,W02,京速,2025-09-08,2,3,1,22.75,延迟
SH00035925,O00035925,W02,顺达,2026-04-16,3,3,0,32.89,按时
SH00035926,O00035926,W04,城际专线,2025-10-31,2,2,0,11.18,按时
SH00035927,O00035927,W03,迅联,2026-07-03,4,3,0,28.96,按时
SH00035928,O00035928,W06,顺达,2025-10-03,4,3,0,26.09,按时
SH00035929,O00035929,W02,京速,2026-04-03,3,3,0,19.64,按时
SH00035930,O00035930,W03,迅联,2026-06-06,2,1,0,22.6,按时
SH00035931,O00035931,W05,城际专线,2026-06-18,2,4,2,20.99,延迟
SH00035932,O00035932,W05,迅联,2026-04-01,4,3,0,12.89,按时
SH00035933,O00035933,W02,城际专线,2025-08-24,3,4,1,17.29,延迟
SH00035934,O00035934,W02,云仓配,2026-03-13,2,2,0,16.73,按时
SH00035935,O00035935,W06,云仓配,2026-03-27,2,2,0,15.31,按时
SH00035936,O00035936,W05,迅联,2026-02-15,3,1,0,36.45,按时
SH00035937,O00035937,W06,京速,2026-06-21,2,3,1,21.44,延迟
SH00035938,O00035938,W04,顺达,2026-05-15,4,2,0,26.39,按时
SH00035939,O00035939,W05,云仓配,2025-09-20,4,5,1,18.1,延迟
SH00035940,O00035940,W03,城际专线,2025-11-25,2,5,3,39.95,延迟
SH00035941,O00035941,W02,云仓配,2025-11-20,4,6,2,14.19,延迟
SH00035942,O00035942,W01,迅联,2025-09-29,3,4,1,23.31,延迟
SH00035943,O00035943,W03,迅联,2026-03-20,4,3,0,13.14,按时
SH00035944,O00035944,W03,京速,2026-04-13,4,1,0,29.33,按时
SH00035945,O00035945,W06,顺达,2025-09-10,4,3,0,27.06,按时
SH00035946,O00035946,W01,云仓配,2025-12-16,4,3,0,32.89,按时
SH00035947,O00035947,W04,城际专线,2026-05-20,4,5,1,34.57,延迟
SH00035948,O00035948,W02,城际专线,2026-06-10,3,2,0,33.84,按时
SH00035949,O00035949,W02,城际专线,2026-06-07,4,4,0,30.27,按时
SH00035950,O00035950,W03,云仓配,2026-06-29,4,3,0,25.16,按时
SH00035951,O00035951,W03,京速,2026-04-22,3,7,4,20.77,延迟
SH00035952,O00035952,W02,迅联,2025-10-15,4,2,0,19.13,按时
SH00035953,O00035953,W01,顺达,2025-08-21,4,3,0,15.79,按时
SH00035954,O00035954,W02,迅联,2025-08-22,2,2,0,28.11,按时
SH00035955,O00035955,W02,云仓配,2026-05-18,4,7,3,29.48,延迟
SH00035956,O00035956,W02,云仓配,2026-04-28,4,4,0,25.7,按时
SH00035957,O00035957,W03,云仓配,2025-11-08,2,3,1,23.73,延迟
SH00035958,O00035958,W01,城际专线,2025-10-13,3,3,0,27.76,按时
SH00035959,O00035959,W06,云仓配,2025-08-21,3,4,1,23.04,延迟
SH00035960,O00035960,W03,云仓配,2025-11-10,2,4,2,27.64,延迟
SH00035961,O00035961,W03,迅联,2025-12-13,2,3,1,18.51,延迟
SH00035962,O00035962,W06,城际专线,2026-05-23,3,2,0,18.52,按时
SH00035963,O00035963,W06,顺达,2026-06-08,2,3,1,17.64,延迟
SH00035964,O00035964,W05,顺达,2026-03-29,3,6,3,35.48,延迟
SH00035965,O00035965,W06,云仓配,2026-07-14,3,3,0,18.95,按时
SH00035966,O00035966,W01,京速,2026-03-21,2,6,4,35.73,延迟
SH00035967,O00035967,W05,迅联,2026-03-30,3,4,1,33.5,延迟
SH00035968,O00035968,W05,云仓配,2025-08-13,2,3,1,22.87,延迟
SH00035969,O00035969,W06,迅联,2026-06-30,3,4,1,28.3,延迟
SH00035970,O00035970,W02,云仓配,2025-09-27,2,1,0,25.65,按时
SH00035971,O00035971,W03,迅联,2026-06-21,3,4,1,26.85,延迟
SH00035972,O00035972,W02,京速,2025-11-28,4,4,0,21.93,按时
