order_id,order_date,month,customer_id,product_id,region,channel,quantity,revenue,cost,gross_margin,discount_rate
O00586,2026-02-11,2026-02,C0068,P004,华南,直播,1,1199.35,885.65,313.7,0.15
O00587,2026-05-13,2026-05,C0083,P002,西南,线上,2,999.4,735.53,263.87,0.05
O00588,2026-03-08,2026-03,C0092,P007,华南,门店,1,396.9,262.19,134.71,0.1
O00589,2026-06-26,2026-06,C0097,P005,华东,线上,4,2234.4,1257.97,976.43,0.05
O00590,2026-01-24,2026-01,C0083,P004,西南,门店,3,3432.3,2674.31,757.99,0.15
O00591,2026-06-17,2026-06,C0077,P002,东北,线上,1,1382.76,827.08,555.68,0.08
O00592,2026-01-18,2026-01,C0010,P001,东北,直播,3,696,441.2,254.8,0
O00593,2026-06-15,2026-06,C0118,P005,东北,直播,4,1776,948.61,827.39,0
O00594,2026-04-15,2026-04,C0057,P003,华北,门店,1,971.85,569.29,402.56,0.05
O00595,2026-01-08,2026-01,C0107,P007,华南,经销商,2,596,426.11,169.89,0
O00596,2026-03-13,2026-03,C0109,P001,东北,经销商,2,456,228.98,227.02,0
O00597,2026-06-19,2026-06,C0024,P005,华东,线上,1,344.08,180.28,163.8,0.08
O00598,2026-04-09,2026-04,C0084,P005,华南,线上,1,1121.4,652.5,468.9,0.1
O00599,2026-03-17,2026-03,C0035,P001,西南,门店,2,1533.3,1015.08,518.22,0.05
O00600,2026-02-05,2026-02,C0101,P006,华南,线上,3,2388.3,1269.21,1119.09,0.05
O00601,2026-03-05,2026-03,C0037,P003,华东,门店,4,6584,3449.45,3134.55,0
O00602,2026-02-26,2026-02,C0110,P007,华东,经销商,3,1461.15,1280.05,181.1,0.15
O00603,2026-01-02,2026-01,C0013,P001,华南,线上,4,6809.6,3781.04,3028.56,0.05
O00604,2026-05-01,2026-05,C0063,P008,华北,直播,1,280.6,193.14,87.46,0.08
O00605,2026-01-24,2026-01,C0016,P007,华东,直播,4,4248,3187.06,1060.94,0
O00606,2026-04-23,2026-04,C0016,P001,华东,直播,2,416.1,249.3,166.8,0.05
O00607,2026-03-03,2026-03,C0072,P006,华北,门店,1,203.4,118.29,85.11,0.1
O00608,2026-05-25,2026-05,C0015,P007,东北,门店,1,867.6,451.61,415.99,0.1
O00609,2026-05-11,2026-05,C0028,P006,东北,直播,1,230.0,134.39,95.61,0.08
O00610,2026-02-03,2026-02,C0104,P002,东北,经销商,4,5213.6,2646.96,2566.64,0.05
O00611,2026-06-19,2026-06,C0009,P006,东北,门店,1,1398.4,925.56,472.84,0.08
O00612,2026-05-11,2026-05,C0081,P001,华北,线上,5,552.5,393.38,159.12,0.15
O00613,2026-05-18,2026-05,C0099,P004,华南,经销商,4,5184.0,2856.78,2327.22,0.1
O00614,2026-02-07,2026-02,C0103,P007,华东,经销商,3,4788,3509.19,1278.81,0
O00615,2026-06-18,2026-06,C0090,P003,西南,线上,2,201.6,134.69,66.91,0.1
O00616,2026-04-26,2026-04,C0109,P004,东北,门店,1,610.88,512.54,98.34,0.08
O00617,2026-03-19,2026-03,C0075,P006,华南,门店,2,395.6,197.05,198.55,0.08
O00618,2026-01-04,2026-01,C0062,P006,华北,直播,2,393.76,245.38,148.38,0.08
O00619,2026-06-22,2026-06,C0080,P004,东北,直播,2,872.16,489.76,382.4,0.08
O00620,2026-03-11,2026-03,C0097,P004,华东,直播,3,400.2,221.23,178.97,0.08
O00621,2026-06-21,2026-06,C0073,P001,华北,线上,3,4971,2628.08,2342.92,0
O00622,2026-02-09,2026-02,C0078,P005,华东,直播,4,3787.2,2654.38,1132.82,0.1
O00623,2026-02-05,2026-02,C0031,P005,华北,门店,5,1548.5,1250.02,298.48,0.05
O00624,2026-02-05,2026-02,C0075,P003,华南,直播,3,4866,2459.07,2406.93,0
O00625,2026-02-12,2026-02,C0075,P002,华南,门店,4,6244.96,3621.73,2623.23,0.08
O00626,2026-02-08,2026-02,C0092,P005,华南,线上,4,1096,650.74,445.26,0
O00627,2026-01-05,2026-01,C0010,P005,东北,直播,3,4869,3589.67,1279.33,0
O00628,2026-01-19,2026-01,C0109,P007,东北,线上,3,4416.6,3458.59,958.01,0.15
O00629,2026-04-25,2026-04,C0064,P004,华东,门店,5,5440.0,4571.85,868.15,0.15
O00630,2026-04-22,2026-04,C0076,P002,西南,经销商,3,3444.48,1909.08,1535.4,0.08
O00631,2026-06-14,2026-06,C0053,P004,西南,线上,3,3283.2,2327.76,955.44,0.05
O00632,2026-06-29,2026-06,C0080,P001,东北,线上,4,1747.6,1147.82,599.78,0.15
O00633,2026-04-24,2026-04,C0044,P008,西南,门店,2,1962.7,1465.37,497.33,0.05
O00634,2026-04-21,2026-04,C0027,P002,华东,门店,5,4218.2,3518.19,700.01,0.08
O00635,2026-04-05,2026-04,C0049,P006,西南,门店,4,6270.0,3247.83,3022.17,0.05
O00636,2026-06-13,2026-06,C0113,P004,华南,直播,3,933,576.84,356.16,0
O00637,2026-06-07,2026-06,C0083,P007,西南,经销商,1,936.9,624.45,312.45,0.1
O00638,2026-05-28,2026-05,C0045,P006,华东,线上,4,2896,2078.61,817.39,0
O00639,2026-06-23,2026-06,C0051,P003,东北,门店,3,813.45,672.81,140.64,0.15
O00640,2026-06-12,2026-06,C0091,P004,华东,经销商,5,8270,4729.12,3540.88,0
O00641,2026-06-16,2026-06,C0021,P005,华南,线上,1,1206.12,957.54,248.58,0.08
O00642,2026-02-20,2026-02,C0077,P001,东北,线上,5,3927.0,2933.78,993.22,0.15
O00643,2026-01-18,2026-01,C0108,P001,华南,门店,2,433.5,271.39,162.11,0.15
O00644,2026-02-28,2026-02,C0034,P003,西南,线上,2,238,116.07,121.93,0
O00645,2026-02-20,2026-02,C0061,P003,东北,经销商,3,621.0,389.95,231.05,0.1
O00646,2026-04-17,2026-04,C0112,P008,东北,经销商,3,2286,1728.18,557.82,0
O00647,2026-02-11,2026-02,C0012,P005,华南,经销商,1,1358,923.29,434.71,0
O00648,2026-02-03,2026-02,C0044,P006,西南,线上,5,5435,2783.64,2651.36,0
O00649,2026-02-09,2026-02,C0050,P007,东北,线上,3,4644,2441.38,2202.62,0
O00650,2026-05-01,2026-05,C0009,P002,东北,直播,5,1955,1391.93,563.07,0
O00651,2026-04-30,2026-04,C0080,P004,东北,直播,1,1503.65,1071.53,432.12,0.15
O00652,2026-02-05,2026-02,C0025,P001,西南,直播,5,2605,1894.31,710.69,0
O00653,2026-03-03,2026-03,C0065,P005,西南,线上,4,4132.8,2569.27,1563.53,0.1
O00654,2026-01-08,2026-01,C0093,P004,东北,直播,1,478.8,290.45,188.35,0.1
O00655,2026-06-07,2026-06,C0116,P004,华北,经销商,2,948.1,776.91,171.19,0.05
O00656,2026-02-03,2026-02,C0008,P003,东北,经销商,2,1953.2,1486.3,466.9,0.05
O00657,2026-04-12,2026-04,C0067,P006,华北,经销商,3,521.1,320.83,200.27,0.1
O00658,2026-01-13,2026-01,C0066,P006,华东,门店,2,778,589.3,188.7,0
O00659,2026-04-29,2026-04,C0026,P001,华南,经销商,3,874.8,667.82,206.98,0.1
O00660,2026-06-25,2026-06,C0068,P008,华南,线上,3,5004,2427.2,2576.8,0
O00661,2026-06-09,2026-06,C0056,P007,西南,门店,4,820.8,617.9,202.9,0.05
O00662,2026-04-26,2026-04,C0110,P006,华东,经销商,4,5659.84,4332.27,1327.57,0.08
O00663,2026-05-17,2026-05,C0100,P008,华南,直播,3,4041,1958.4,2082.6,0
O00664,2026-01-23,2026-01,C0018,P005,东北,线上,1,1221,574.91,646.09,0
O00665,2026-03-18,2026-03,C0110,P002,华东,直播,3,2632.5,1398.97,1233.53,0.1
O00666,2026-06-28,2026-06,C0092,P002,华南,门店,1,137.75,108.78,28.97,0.05
O00667,2026-05-16,2026-05,C0090,P002,西南,直播,1,727,523.52,203.48,0
O00668,2026-02-13,2026-02,C0023,P004,西南,经销商,4,6057.28,4500.88,1556.4,0.08
O00669,2026-02-01,2026-02,C0059,P004,华东,直播,5,1595,854.37,740.63,0
O00670,2026-05-02,2026-05,C0024,P004,华东,直播,5,8265.0,6093.4,2171.6,0.05
O00671,2026-02-21,2026-02,C0096,P003,东北,经销商,2,2170,1597.66,572.34,0
O00672,2026-03-05,2026-03,C0033,P001,华北,经销商,5,4420.0,2594.87,1825.13,0.15
O00673,2026-03-22,2026-03,C0094,P003,华南,线上,3,4434,2960.52,1473.48,0
O00674,2026-01-01,2026-01,C0074,P004,东北,线上,3,287.85,197.0,90.85,0.05
O00675,2026-03-25,2026-03,C0109,P004,东北,经销商,3,5007.45,4023.73,983.72,0.05
O00676,2026-04-06,2026-04,C0051,P006,东北,线上,4,2644,2012.37,631.63,0
O00677,2026-06-23,2026-06,C0097,P007,华东,线上,5,8135,5853.92,2281.08,0
O00678,2026-02-13,2026-02,C0105,P003,华南,直播,3,1614.6,1195.63,418.97,0.1
O00679,2026-04-22,2026-04,C0018,P005,东北,线上,2,2012.8,1328.48,684.32,0.15
O00680,2026-03-30,2026-03,C0109,P003,东北,线上,3,4995,3660.68,1334.32,0
O00681,2026-05-21,2026-05,C0044,P008,西南,门店,4,6193.44,4767.19,1426.25,0.08
O00682,2026-03-29,2026-03,C0032,P006,华东,线上,1,285,159.02,125.98,0
O00683,2026-01-07,2026-01,C0048,P004,华北,线上,1,1339,822.54,516.46,0
O00684,2026-02-20,2026-02,C0082,P008,华南,经销商,4,2638.56,2193.57,444.99,0.08
O00685,2026-06-13,2026-06,C0041,P008,东北,经销商,3,4508.7,3293.22,1215.48,0.05
O00686,2026-05-27,2026-05,C0077,P002,东北,直播,5,8001.0,4201.29,3799.71,0.1
O00687,2026-04-17,2026-04,C0113,P001,华南,经销商,2,1010,575.28,434.72,0
O00688,2026-06-18,2026-06,C0084,P002,华南,直播,5,694.6,486.97,207.63,0.08
O00689,2026-01-07,2026-01,C0055,P003,华南,经销商,1,410.4,248.99,161.41,0.1
O00690,2026-01-26,2026-01,C0102,P004,东北,直播,5,8605,4494.16,4110.84,0
O00691,2026-02-10,2026-02,C0082,P007,华南,经销商,1,933,520.61,412.39,0
O00692,2026-05-12,2026-05,C0063,P003,华北,门店,5,7290.0,3673.97,3616.03,0.1
O00693,2026-06-04,2026-06,C0107,P007,华南,线上,5,8540,4359.7,4180.3,0
O00694,2026-05-26,2026-05,C0007,P006,东北,门店,1,453.6,230.7,222.9,0.1
O00695,2026-05-11,2026-05,C0120,P008,华南,直播,2,2452,1219.66,1232.34,0
O00696,2026-01-08,2026-01,C0018,P007,东北,门店,5,7068.0,4831.32,2236.68,0.05
O00697,2026-04-18,2026-04,C0066,P004,华东,经销商,4,760,536.07,223.93,0
O00698,2026-02-12,2026-02,C0069,P004,东北,门店,3,1498.5,1200.85,297.65,0.1
O00699,2026-06-04,2026-06,C0116,P003,华北,直播,2,2174.3,1759.55,414.75,0.15
O00700,2026-06-02,2026-06,C0035,P004,西南,线上,4,4504,2752.72,1751.28,0
O00701,2026-04-24,2026-04,C0112,P002,东北,门店,1,1539.9,1152.56,387.34,0.1
O00702,2026-03-23,2026-03,C0022,P008,华北,门店,2,2264.8,1393.98,870.82,0.05
O00703,2026-02-20,2026-02,C0021,P004,华南,经销商,4,2916.0,1924.15,991.85,0.1
O00704,2026-02-11,2026-02,C0058,P004,华东,线上,1,371,239.15,131.85,0
O00705,2026-05-10,2026-05,C0024,P005,华东,直播,4,3908.16,2989.19,918.97,0.08
O00706,2026-05-02,2026-05,C0061,P005,东北,门店,5,2231.0,1564.97,666.03,0.08
O00707,2026-05-09,2026-05,C0030,P003,西南,线上,1,680.0,461.23,218.77,0.15
O00708,2026-04-14,2026-04,C0046,P002,华南,直播,4,2914.6,2094.33,820.27,0.05
O00709,2026-06-15,2026-06,C0060,P003,华东,直播,5,6010,2787.09,3222.91,0
O00710,2026-04-01,2026-04,C0056,P007,西南,线上,5,3450,2183.48,1266.52,0
O00711,2026-06-25,2026-06,C0081,P003,华北,门店,3,4051.68,3131.4,920.28,0.08
O00712,2026-03-29,2026-03,C0071,P003,华北,线上,5,3842.0,2306.09,1535.91,0.15
O00713,2026-02-04,2026-02,C0079,P001,西南,经销商,3,4777.56,3092.27,1685.29,0.08
O00714,2026-04-04,2026-04,C0045,P001,华东,直播,5,5552.75,3863.11,1689.64,0.05
O00715,2026-01-30,2026-01,C0033,P006,华北,经销商,4,4780.8,3381.35,1399.45,0.1
O00716,2026-01-05,2026-01,C0103,P006,华东,线上,4,824.6,622.73,201.87,0.05
O00717,2026-03-12,2026-03,C0037,P006,华东,线上,4,1387.2,937.58,449.62,0.15
O00718,2026-02-19,2026-02,C0008,P004,东北,线上,2,722.0,399.18,322.82,0.05
O00719,2026-04-22,2026-04,C0016,P005,华东,线上,1,336.6,236.28,100.32,0.1
O00720,2026-02-08,2026-02,C0108,P007,华南,直播,2,273.7,197.7,76.0,0.15
